research_id,university,title,authors,publication_year,publication_date,abstract,research_field,tech_category,journal,doi,url,source,validation_error
PNU-4205,PNU,hybrid majority voting: prediction and classification model for obesity,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4206,PNU,improved breast cancer classification through combining transfer learning and attention mechanism,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4211,PNU,low power blockchain in industry 4.0 case study: water management in tunisia,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4212,PNU,mmwave polarization diversity wideband multiple-input/multiple-output antenna system with symmetrical geometry for future compact devices,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4214,PNU,mud ring optimization algorithm with deep learning model for disease diagnosis on ecg monitoring system,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4215,PNU,multi-attribute group decision-making based on q-rung orthopair fuzzy aczel-alsina power aggregation operators,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4217,PNU,optimal design and sizing of hybrid photovoltaic/fuel cell electrical power system,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4220,PNU,retrial queueing system for analyzing impact of priority ultra-reliable low-latency communication transmission on enhanced mobile broadband quality of service degradation in 5g networks,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4221,PNU,secure transmission in wireless sensor networks via reconfigurable intelligent surface,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4222,PNU,sift and orb performance assessment for object identification in different test cases,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4223,PNU,significance of cattaneo-christov heat flux on heat transfer with bioconvection and swimming micro organisms in magnetized flow of magnetite and silver nanoparticles dispersed in prandtl fluid,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4225,PNU,skinnet-inio: multiclass skin lesion localization and classification using fusion-assisted deep neural networks and improved nature-inspired optimization algorithm,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4226,PNU,textual emotion analysis using improved metaheuristics with deep learning model for intelligent systems,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4227,PNU,tvfx - covid-19 x-ray images classification approach using neural networks based feature thresholding technique,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4228,PNU,unintended data behaviour analysis using cryptography stealth approach against security and communication network,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4231,PNU,visual intelligence in precision agriculture: exploring plant disease detection via efficient vision transformers,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4233,PNU,a novel approach for improving the security of iot-medical data systems using an enhanced dynamic bayesian network,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4234,PNU,adaptive neuro-fuzzy inference system modeling and optimization of microbial fuel cells for wastewater treatment,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4235,PNU,an effective correlation-based data modeling framework for automatic diabetes prediction using machine and deep learning techniques,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4236,PNU,an efficient watermarking algorithm for digital audio data in security applications,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4237,PNU,anticipating network failures and congestion in optical networks a data analytics approach using genetic algorithm optimization,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4238,PNU,application of machine learning to predict covid-19 spread via an optimized bpso model,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4240,PNU,boosting power density of proton exchange membrane fuel cell using artificial intelligence and optimization algorithms,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4241,PNU,deep neural decision forest (dndf): a novel approach for enhancing intrusion detection systems in network traffic analysis,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4242,PNU,effective healthcare service recommendation with network representation learning: a recursive neural network approach,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4243,PNU,efficient channel estimation in owc systems using adaptive algorithms,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4244,PNU,efficient implementation of double random phase encoding and empirical mode decomposition for cancelable biometrics,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4245,PNU,enhancing cyclone intensity prediction for smart cities using a deep-learning approach for accurate prediction,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4246,PNU,enhancing fashion classification with vision transformer (vit) and developing recommendation fashion systems using dinova2,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4247,PNU,fedehr: a federated learning approach towards the prediction of heart diseases in iot-based electronic health records,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4249,PNU,identification of photovoltaic module parameters by implementing a novel teaching learning based optimization with unique exemplar generation scheme (tlbo-uegs),,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4250,PNU,improved artificial ecosystem optimizer with deep-learning-based insect detection and classification for agricultural sector,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4251,PNU,improving prediction of skeletal growth problems for age evaluation using hand x-rays,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4252,PNU,intelligent resource allocation using an artificial ecosystem optimizer with deep learning on uav networks,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4253,PNU,iomt based smart healthcare system to control outbreaks of the covid-19 pandemic,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4254,PNU,iot empowered smart cybersecurity framework for intrusion detection in internet of drones,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4255,PNU,modeling of improved sine cosine algorithm with optimal deep learning-enabled security solution,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4256,PNU,msrnet: multiclass skin lesion recognition using additional residual block based fine-tuned deep models information fusion and best feature selection,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4257,PNU,mtlborks-cnn: an innovative approach for automated convolutional neural network design for image classification,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4258,PNU,multimodal hybrid convolutional neural network based brain tumor grade classification,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4259,PNU,multipath routing scheme for optimum data transmission in dense internet of things,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4260,PNU,multiple-perspective data-driven analysis of online health communities,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4261,PNU,object detection from enhanced ir images based on preprocessing and cumulative histogram estimation for tracking and gait recognition applications,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4262,PNU,optimized flexible network architecture creation against 5g communication-based iot using information-centric wireless computing,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4263,PNU,optimizing soil moisture retrieval: utilizing compact polarimetric features with advanced machine learning techniques,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4264,PNU,predictive analytics for sustainable e-learning: tracking student behaviors,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4266,PNU,reverse polarity optical orthogonal frequency division multiplexing for high-speed visible light communications system,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4268,PNU,test case selection through novel methodologies for software application developments,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4269,PNU,transfer learning for accurate fetal organ classification from ultrasound images: a potential tool for maternal healthcare providers,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4271,PNU,visual intelligence in smart cities: a lightweight deep learning model for fire detection in an iot environment,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4276,PNU,a novel cluster matching-based improved kernel fisher criterion for image classification in unsupervised domain adaptation,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4277,PNU,a state-of-the-art analysis of pharmacological delivery and artificial intelligence techniques for inner ear disease treatment,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4279,PNU,accurate prediction of anxiety levels in asian countries using a fuzzy expert system,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4280,PNU,an adaptive fatigue detection system based on 3d cnns and ensemble models,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4282,PNU,an efficient deep learning model for brain tumour detection with privacy preservation,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4283,PNU,an improved hybrid framework for brain tumor detection,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4284,PNU,an intelligent framework for cyber-physical satellite system and iot-aided aerial vehicle security threat detection,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4285,PNU,an optimized machine learning method for predicting wogonin therapy for the treatment of pulmonary hypertension,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4286,PNU,analysis of epon-wimax and epon-lte integrated networks with power consumption modeling,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4287,PNU,anomaly detection in pedestrian walkways for intelligent transportation system using federated learning and harris hawks optimizer on remote sensing images,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4288,PNU,breast cancer classification depends on the dynamic dipper throated optimization algorithm,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4289,PNU,classification of diabetes using feature selection and hybrid al-biruni earth radius and dipper throated optimization,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4290,PNU,comparative analysis of metaheuristic load balancing algorithms for efficient load balancing in cloud computing,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4292,PNU,cost-effective resources for computing approximation queries in mobile cloud computing infrastructure,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4294,PNU,"photocatalytic activity of sol-gel self-combustion derived mcr2o4 (m= mg, ni) spinel chromites for photodegradation of organic dyes",,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4295,PNU,requirement change prediction model for small software systems,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4296,PNU,scale-adaptive model for detection and grading of age-related macular degeneration from color retinal fundus images,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4297,PNU,sentiment analysis technique for textual reviews using neutrosophic set theory in the multi-criteria decision- making system,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4298,PNU,"arabic translation and cultural adaptation of sedentary behavior, dietary habits, and preclinical mobility limitation questionnaires: a cognitive interview study",,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4301,PNU,erucic acid ameliorates the lipopolysaccharide-induced memory deficit in rats through inhibited inflammation cytokines expression/caspase 3/nf-& kappa;b pathways,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4302,PNU,prevalence of lower back pain and its associations with lifestyle behaviors among college students in saudi arabia,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4303,PNU,gene expression profiles and spatial localisation of dystrophin isoforms in developing and adult human brain,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4304,PNU,impacts of different triathlon races on systemic cytokine profile and metabolic parameters in healthy individuals: a systematic review,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4306,PNU,clinical outcomes of anticoagulant therapy in covid-19 patients with pre-existing cardiovascular diseases: a systematic review,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4307,PNU,frequency and seasonal variations of viruses causing respiratory tract infections in children pre- and post-covid-19 pandemic in riyadh (2017-2022),,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4308,PNU,legal and bioethical educational module in saudi board of emergency medicine: a qualitative need assessment,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4313,PNU,public policies to increase physical activity and reduce sedentary behavior: a narrative synthesis of reviews of reviews,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4316,PNU,diminishing benefits of urban living for children and adolescents’ growth and development,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4317,PNU,"to sir, with love",,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4318,PNU,a scoping review on the impact of the covid-19 pandemic on physical activity and sedentary behavior in saudi arabia,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4319,PNU,interventions for reducing late-onset sepsis in neonates: an umbrella review,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4321,PNU,effect of local antibiotic prophylaxis on postoperative deep infection in fracture surgery: a systematic review and meta-analysis,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4322,PNU,hydrothermally synthesized fluorine added o3-nafe1-xmgxo2 cathodes for sodium ion batteries,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4325,PNU,intraosseous extension of supraspinatus calcific tendonitis in a young patient with severe shoulder pain: a rare case report,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4327,PNU,awareness and acceptance of teleclinic services during covid-19 in the general population in riyadh: cross-sectional study,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4328,PNU,hemiepiphysiodesis for juvenile hallux valgus deformity: a systematic review,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4329,PNU,hemiepiphysiodesis for juvenile hallux valgus deformity: a systematic review,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4330,PNU,"cytotoxic potential of novel quinoline derivative: 11-(1,4-bisaminopropylpiperazinyl)5-methyl-5h-indolo[2,3-b]quinoline against different cancer cell lines via activation and deactivation of the expression of some proteins",,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4334,PNU,preparation and in vitro/in vivo characterization of sustained-release ciprofloxacin-carrageenan complex,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4335,PNU,prevalence of lower back pain and its associations with lifestyle behaviors among college students in saudi arabia,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4340,PNU,nanoparticles as drug delivery systems: a review of the implication of nanoparticles' physicochemical properties on responses in biological systems,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4341,PNU,nanoparticles as drug delivery systems: a review of the implication of nanoparticles’ physicochemical properties on responses in biological systems,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4342,PNU,convolutional deep belief network based short text classification on arabic corpus,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4343,PNU,political optimizer with probabilistic neural network-based arabic comparative opinion mining,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4344,PNU,gender identification using marginalised stacked denoising autoencoders on twitter data,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4347,PNU,nuclear attenuation ability of ternary alumina-borate glass system for medical shielding applications,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4351,PNU,optimizing multimodal scene recognition through mutual information-based feature selection in deep learning models,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4357,PNU,preparation of newly developed porcelain ceramics containing wo3 nanoparticles for radiation shielding applications,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4360,PNU,radiation attenuation of sio2-mgo glass system for shielding applications,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4366,PNU,sars-cov-2 virus associated angiotensin converting enzyme 2 expression modulation in colorectal cancer: insights from mrna and protein analysis covid-19 associated (ace2) expression in colorectal cancer,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4368,PNU,"scrutinization of stefan suction/blowing on thermal slip flow of ethylene glycol/water based hybrid ferro-fluid with nano-particles shape effect and partial slip (vol 565, 170276, 2023)",,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4369,PNU,side-edge dual-band mimo antenna system for 5g cellular devices,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4371,PNU,in-silico screening of acacia pennata and bridelia retusa reveals pinocembrin-7-o-β-d-glucopyranoside as a promising β-lactamase inhibitor to combat antibiotic resistance,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4372,PNU,3d relative directions based evolutionary computation for uav-to-uav interaction in swarm intelligence enabled decentralized networks,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4374,PNU,a binary waterwheel plant optimization algorithm for feature selection,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4375,PNU,"a changeable thermal conductivity and optoelectronic-mechanical wave behavior in a microelongated, non-locally rotating semiconductor media",,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4376,PNU,a comparative study of the fractional-order belousov–zhabotinsky system,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4377,PNU,"a comprehensive study on the influence of mg doping on structural, ac conductivity, and dielectric behavior of znonps",,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4379,PNU,a convolutional neural network-based decision support system for neonatal quiet sleep detection,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4380,PNU,a cross-sectional study exploring the relationship between bmi and nursing students’ emotional well-being during the covid-19 pandemic,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4382,PNU,a deep reinforcement learning framework to evade black-box machine learning based iot malware detectors using gan-generated influential features,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4383,PNU,a finger print recognition using cnn model,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4384,PNU,a fractal-fractional order model to study multiple sclerosis: a chronic disease,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4385,PNU,a fractional approach to solar heating model using extended ode system,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4387,PNU,a fuzzy inference-based decision support system for disease diagnosis,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4389,PNU,"a multi-phase investigation to understand the function of lanthanum and neodymium in the zirconia ceramics' synthesis, structural, and gamma-ray protective ability",,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4392,PNU,"an ethnobotanical, phytochemical analysis, antimicrobial and biological studies of pulicaria crispa as a graze promising shrub",,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4393,PNU,an improved intuitionistic fuzzy decision-theoretic rough set model and its application,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4398,PNU,bayesian and e-bayesian estimation based on constant-stress partially accelerated life testing for inverted topp-leone distribution,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4399,PNU,bayesian and non-bayesian inference for inverse weibull model based on jointly type-ii hybrid censoring samples with modeling to physics data,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4400,PNU,bf2sknet: best deep learning features fusion-assisted framework for multiclass skin lesion classification,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4401,PNU,binary oriented feature selection for valid product derivation in software product line,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4403,PNU,"biogenic selenium nanoparticles: anticancer, antimicrobial, insecticidal properties and their impact on soybean (glycine max l.) seed germination and seedling growth",,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4404,PNU,biogenic synthesis of zno and al2o3 nanoparticles using camellia sinensis and origanum vulgare l. leaves extract for spectroscopic estimation of ofloxacin and ciprofloxacin in commercial formulations,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4405,PNU,bio-inspired artificial intelligence with natural language processing based on deceptive content detection in social networking,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4406,PNU,bio-inspired spotted hyena optimizer with deep convolutional neural network-based automated food image classification,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4408,PNU,bio-mediated synthesis of cu-tio2 nanoparticles using phoenix dactylifera lignocellulose as capping and reducing agent for the catalytic degradation of toxic dyes,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4411,PNU,biosolids application enhances the growth of aloe vera plants and provides a sustainable practice for nutrient recirculation in agricultural soils,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4415,PNU,blockchain enabled smart healthcare system using jellyfish search optimization with dual-pathway deep convolutional neural network,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4416,PNU,blockchain-assisted secure smart home network using gradient-based optimizer with hybrid deep learning model,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4417,PNU,blockchain-assisted vehicle and cargo matching using optimal fuzzy restricted boltzmann machine in autonomous transport system,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4420,PNU,brain–computer interface: the hol–ssa decomposition and two-phase classification on the hgd eeg data,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
PNU-4421,PNU,bread spoilage fungi as creators of α-amylase using two types of wheat flour,,2023,,,scientific,,,,,PNU Open Data,authors is missing; doi is missing; url is missing
