Publication Year,Month,Category,college,Research field ,Title,Source Title
2024,January,Scopus,College of pharmacy,Health-related / Medical,A pH-sensitive silica nanoparticles for colon-specific delivery and controlled release of catechin: Optimization of loading efficiency and in vitro release kinetics,European Journal of Pharmaceutical Sciences
2024,January,Scopus,College of pharmacy,Health-related / Medical,"Anti-virulence potential of patuletin, a natural flavone, against Staphylococcus aureus: In vitro and In silico investigations",Heliyon
2024,January,Scopus,College of pharmacy,Health-related / Medical,Appropriateness of anticoagulation level in older adult patients on Warfarin: A multicenter retrospective study,Saudi Pharmaceutical Journal
2024,January,Scopus,College of pharmacy,Health-related / Medical,Association of cardiovascular disease with severe dengue: A systematic review and meta-analysis,Current Problems in Cardiology
2024,January,WOS,College of pharmacy,Health-related / Medical,Attenuation of Streptozotocin-Induced Diabetic Neuropathic Allodynia by Flavone Derivative Through Modulation of GABA-ergic Mechanisms and Endogenous Biomarkers,NEUROCHEMICAL RESEARCH
2024,January,Scopus,College of pharmacy,Health-related / Medical,"Chemical Analysis of the Antihyperglycemic, and Pancreatic α-Amylase, Lipase, and Intestinal α-Glucosidase Inhibitory Activities of Cannabis sativa L. Seed Extracts",Molecules
2024,January,WOS,College of pharmacy,Health-related / Medical,Computer-aided drug discovery of natural antiviral metabolites as potential SARS-CoV-2 helicase inhibitors,JOURNAL OF CHEMICAL RESEARCH
2024,January,Scopus,College of pharmacy,Health-related / Medical,"Corrigendum to “Discussing pathologic mechanisms of Diabetic retinopathy & therapeutic potentials of curcumin and β-glucogallin in the management of Diabetic retinopathy” Biomed. Pharmacother. 169 (2023) 115881 (Biomedicine & Pharmacotherapy (2023) 169, (S0753332223016797), (10.1016/j.biopha.2023.115881))",Biomedicine and Pharmacotherapy
2024,January,Scopus,College of pharmacy,Health-related / Medical,Embelia ribes Burm.f. fruit extract inhibit quorum sensing-dependent production of virulence factors and biofilm formation: An integrated in vitro and in silico approach,South African Journal of Botany
2024,January,Scopus,College of pharmacy,Health-related / Medical,Even one dose of tocilizumab could hinder bad prognosis of cytokines storm in COVID-19 patients,Cytokine
2024,January,Scopus,College of pharmacy,Health-related / Medical,"Fabrication and Evaluation of Poloxamer Facilitated, Glyceryl Monooleate based 5-Fluorouracil Cubosomes",Indian Journal of Pharmaceutical Education and Research
2024,January,Scopus,College of pharmacy,Health-related / Medical,Identification of mitogen-activated protein kinase 7 inhibitors from natural products: Combined virtual screening and dynamic simulation studies,Journal of Molecular Recognition
2024,January,Scopus,College of pharmacy,Health-related / Medical,Insight of the Biopharmaceutical Implication of Sleeve Gastrectomy on Levothyroxine Absorption in Hypothyroidism Patients,Obesity Surgery
2024,January,Scopus,College of pharmacy,Health-related / Medical,"Nigella sativa oil restores hormonal levels, and endocrine signals among thyroid, ovarian, and uterine tissues of female Wistar rats following sodium fluoride toxicity",Biomedicine and Pharmacotherapy
2024,January,WOS,College of pharmacy,Health-related / Medical,Nonsteroidal anti-inflammatory drug solubility optimization through green chemistry solvent: Artificial intelligence technique,CASE STUDIES IN THERMAL ENGINEERING
2024,January,Scopus,College of pharmacy,Health-related / Medical,Phytochemical inspection and anti-inflammatory potential of Euphorbia milii Des Moul. integrated with network pharmacology approach,Arabian Journal of Chemistry
2024,January,Scopus,College of pharmacy,Health-related / Medical,Synthesis and molecular docking study of α-aminophosphonates as potential multi-targeting antibacterial agents,Journal of Hazardous Materials
2024,January,Scopus,College of pharmacy,Health-related / Medical,The impact of Saudi Arabia – United States clinical pharmacy post-graduate training programs agreements on clinical pharmacy faculty in Saudi universities: A retrospective descriptive study focused on history and future recommendations,Saudi Pharmaceutical Journal
2024,January,Scopus,College of Medicine,Health-related / Medical,Association between endometriosis and obstetric complications: Insight from the National Inpatient Sample,European Journal of Obstetrics and Gynecology and Reproductive Biology
2024,January,Scopus,College of Medicine,Health-related / Medical,Beneficial effects of coconut oil (Cocos nucifera) on hematobiochemicl and histopathological markers in CCL4-intoxicated rabbits [Efeitos benéficos do óleo de coco (Cocos nucifera) em marcadores hematobioquímicos e histopatológicos em coelhos intoxicados com CCL4],Brazilian Journal of Biology
2024,January,Scopus,College of Medicine,Health-related / Medical,"High-Throughput Sequencing as a Tool for Detecting Microbial Communities in Lake Ecosystem and Its Implications in Fish Farming in Lake Buluan, Mindanao, Philippines",Polish Journal of Environmental Studies
2024,January,Scopus,College of Medicine,Health-related / Medical,Identification of potential biomarkers for melanoma cancer (black tumor) using bioinformatics strategy: a study based on GEO and SRA datasets,Journal of Applied Genetics
2024,January,Scopus,College of Medicine,Health-related / Medical,"Modulatory mechanisms of copperII-albumin complex toward N-nitrosodiethylamine-induced neurotoxicity in mice via regulating oxidative damage, inflammatory, and apoptotic signaling pathways",Ecotoxicology and Environmental Safety
2024,January,WOS,College of Medicine,Health-related / Medical,Optimization of capsaicin microemulgel: a comprehensive in vitro evaluation and pseudo ternary diagram,CHEMICAL PAPERS
2024,January,WOS,College of Medicine,Health-related / Medical,"Phytochemical Screening, GCMS Profiling, In Vitro Antioxidant, In Vivo Acute Toxicity, and Hepatoprotective Activity of Cleome simplicifolia Bioactive Metabolites against Paracetamol-Intoxicated Wister Albino Rats",APPLIED SCIENCES-BASEL
2024,January,Scopus,College of Medicine,Health-related / Medical,Protective effect of Moringa oleifera leaf ethanolic extract against uranyl acetate-induced testicular dysfunction in rats,Scientific Reports
2024,January,WOS,College of Medicine,Health-related / Medical,Surveillance Compliance and Quality of Life Assessment Among Surgical Patients with Familial Adenomatous Polyposis Syndrome,JOURNAL OF EPIDEMIOLOGY AND GLOBAL HEALTH
2024,January,Scopus,College of Medicine,Health-related / Medical,Uterine prolapse in a term pregnancy: A case report,Case Reports in Women's Health
2024,January,Scopus,College of Medicine,Health-related / Medical,Validity and reliability of the Arabic version of the population postpartum depression literacy scale (PoDLiS): a web-based survey in Saudi Arabia,BMC Pregnancy and Childbirth
2024,January,WOS,College of Science,Scientific,"NaCl stress, tissue specific Na+ and K+ up-take and their effect on growth and physiology of Helianthus annuus L. and Solanum lycopersicum L.",SCIENTIA HORTICULTURAE
2024,January,WOS,College of Science,Scientific,Recent progress in wind energy-powered desalination,THERMAL SCIENCE AND ENGINEERING PROGRESS
2024,January,WOS,College of Science,Scientific,"Investigating the novel thermoelectric properties of magnesium, calcium, and barium divanadate oxides (XV2O6 where X = Mg, Ca, and Ba) for waste heat recovery applications in energy harvesting devices",APPLIED PHYSICS A-MATERIALS SCIENCE & PROCESSING
2024,January,WOS,College of Science,Scientific,Hydrothermal synthesis of ZnO@MoTe2 nanocomposite as excellent electrocatalyst for hydrogen evolution reaction (HER),FUEL
2024,January,WOS,College of Science,Scientific,Optimal linear tracking for a hidden target on one of K-intervals,JOURNAL OF ENGINEERING MATHEMATICS
2024,January,WOS,College of Science,Scientific,"Physical properties of vacancy-ordered double perovskites K2TcZ6 (Z = Cl, Br) for spintronics applications: DFT calculations",RSC ADVANCES
2024,January,WOS,College of Science,Scientific,Interaction of antidepressant drug with surfactant mixture in various compositions: effect of electrolyte and urea,CHEMICAL PAPERS
2024,January,WOS,College of Science,Scientific,Statistical similarity matching and filtering for clinical image retrieval by machine learning approach,PHYSICA SCRIPTA
2024,January,WOS,College of Science,Scientific,Influence of [Na2O]/[CuO] on the physical and photon attenuation capacities of cupric sodium phosphate glasses: A comparative study,OPTICAL AND QUANTUM ELECTRONICS
2024,January,WOS,College of Science,Scientific,Simulation of new waves in applied sciences via Schrodinger equations,JOURNAL OF TAIBAH UNIVERSITY FOR SCIENCE
2024,January,WOS,College of Science,Scientific,"Impact of Bi3+, Ba2+, and Pb2+ ions on the structural, thermal, mechanical, optical, and gamma ray shielding performance of borosilicate glass",OPTICAL AND QUANTUM ELECTRONICS
2024,January,WOS,College of Science,Scientific,Sustainable approach towards isolation of photosynthetic pigments from Spirulina and the assessment of their prooxidant and antioxidant properties,FOOD CHEMISTRY
2024,January,WOS,College of Science,Scientific,"Synthesis, structural, optical properties and dielectric spectroscopy of nickel-doped lead borate glasses",OPTICAL AND QUANTUM ELECTRONICS
2024,January,WOS,College of Science,Scientific,"Influence of Eu3+ ions on physical, mechanical and radiation shielding properties of B2O3-CaO-Bi2O3 glasses: Experimental and simulation investigation",OPTICAL AND QUANTUM ELECTRONICS
2024,January,WOS,College of Science,Scientific,Production of biodiesel from Aspergillus terreus KC462061 using gold-silver nanocatalyst,GREEN CHEMISTRY LETTERS AND REVIEWS
2024,January,WOS,College of Science,Scientific,Quantitative investigations of Zebrafish olfactory receptor ORA1 responsiveness to three pheromones: Microscopic and macroscopic characterizations via an advanced statistical physics treatment,INTERNATIONAL JOURNAL OF BIOLOGICAL MACROMOLECULES
2024,January,WOS,College of Science,Scientific,Sole and combined foliar application of silicon and putrescine alleviates the negative effects of drought stress in maize by modulating the morpho-physiological and antioxidant defence mechanisms,PLANT SOIL AND ENVIRONMENT
2024,January,WOS,College of Science,Scientific,"The beneficial effect of nanomethionine supplementation on growth performance, gene expression profile, and histopathology of heat-stressed broiler chicken",POULTRY SCIENCE
2024,January,WOS,College of Science,Scientific,Plant responses to temperature stress modulated by microRNAs,PHYSIOLOGIA PLANTARUM
2024,January,WOS,College of Science,Scientific,"Study of ferromagnetism, and thermoelectric behavior of double perovskites K2Z(Cl/Br)6 (Z = Ta, W, Re) for spintronic, and energy application",JOURNAL OF PHYSICS AND CHEMISTRY OF SOLIDS
2024,January,WOS,College of Science,Scientific,"Optical, dielectric and photocatalytic properties of Ag-doped Sr1_xAgxFe12O19 and CV dye degradation under visible light irradiation",JOURNAL OF ALLOYS AND COMPOUNDS
2024,January,WOS,College of Science,Scientific,Polyphenols-Rich Extract of Calotropis procera Alone and in Combination with Trichoderma Culture Filtrate for Biocontrol of Cantaloupe Wilt and Root Rot Fungi,MOLECULES
2024,January,WOS,College of Science,Scientific,Molecular characterization of genes involved in tolerance of cadmium in Triticum aestivum (L.) under Cd stress,JOURNAL OF HAZARDOUS MATERIALS
2024,January,WOS,College of Science,Scientific,Surface engineering of Sio2-Zro2 films for augmenting power conversion efficiency performance of silicon solar cells,JOURNAL OF MATERIALS RESEARCH AND TECHNOLOGY-JMR&T
2024,January,WOS,College of Science,Scientific,Transverse momentum distributions of the identified particles in mini-bias non-single diffracted p plus p collisions at 200 GeV,CHINESE JOURNAL OF PHYSICS
2024,January,WOS,College of Science,Scientific,"The influence of Spirulina extract on pathogenicity, immune response, and vaccine efficacy against H9N2 avian influenza virus in specific pathogen free chickens",POULTRY SCIENCE
2024,January,WOS,College of Science,Scientific,Novel CoEr0.05Fe1.95O4/polypyrole spinel ferrites for high-frequency utilizations: investigation and analysis,APPLIED PHYSICS A-MATERIALS SCIENCE & PROCESSING
2024,January,Scopus,College of Science,Scientific,Nano-enhanced growth and resilience strategies for Pomegranate cv. Wonderful: Unveiling the impact of zinc and boron nanoparticles on fruit quality and abiotic stress management,Journal of Agriculture and Food Research
2024,January,Scopus,College of Science,Scientific,"Phase transition, structural, optical and thermoelectric properties of spin coated CuxS thin films",Physica B: Condensed Matter
2024,January,Scopus,College of Science,Scientific,Kinetic Alfvén solitary waves in a low-β plasma with regularized kappa-distributed electrons,AIP Advances
2024,January,Scopus,College of Science,Scientific,Statistical inference of joint competing risks models from comparative bathtub shape distributions with hybrid censoring,Alexandria Engineering Journal
2024,January,Scopus,College of Science,Scientific,Stability analysis for a fractional coupled Hybrid pantograph system with p-Laplacian operator,Results in Control and Optimization
2024,January,Scopus,College of Science,Scientific,Linear/nonlinear opto-gamma radiation attenuation hallmarks of high-density lead barium-borate glass blocks containing iron oxide additives,Journal of Materials Science: Materials in Electronics
2024,January,Scopus,College of Science,Scientific,"Mechanical, dielectric properties and gamma-ray buildup factors of CaO–Li2O–B2O3–As2O3 glasses: Significant role of As2O3",Radiation Physics and Chemistry
2024,January,Scopus,College of Science,Scientific,"Radiative flow of temperature-dependent viscosity power-law nanofluids over a truncated cone saturated heat generating, porous media: Impacts of Arrhenius energy",Case Studies in Thermal Engineering
2024,January,Scopus,College of Science,Scientific,Scanning electron microscopic exploration of intricate pollen morphology and antimicrobial potentials of gourd family,Microscopy Research and Technique
2024,January,Scopus,College of Science,Scientific,Studying the effect of addition of lithium titanate on crystallinity and electrical properties of PPY-C /PVA nanocomposite for optoelectronic applications,Journal of Materials Research and Technology
2024,January,Scopus,College of Science,Scientific,"Preparation, structural characteristics and dielectric studies of polyaniline/lead sulfide composite materials",Indian Journal of Physics
2024,January,Scopus,College of Science,Scientific,Investigation of the interaction of thymine drugs with Be12O12 and Ca12O12 nanocages: A quantum chemical study,Spectrochimica Acta - Part A: Molecular and Biomolecular Spectroscopy
2024,January,Scopus,College of Science,Scientific,Luminescence properties of Dy3+ doped B2O3–CaMg(CO3)2 – TeO2 glasses: A promising host for solid state lighting devices,Optics and Laser Technology
2024,January,Scopus,College of Science,Scientific,"Investigation of the role of selenium (Se) metal on the structural, physical, and optical properties of lead phosphate glasses",Optical and Quantum Electronics
2024,January,Scopus,College of Science,Scientific,"Synthesis, structural characterization, and optical properties of PVA/MnO2 materials for optoelectronics applications",Macromolecular Research
2024,January,Scopus,College of Science,Scientific,"Nucleophilic transformation of 3-substituted-6,8-dimethylchromones with phenylhydrazine under various reaction conditions: Theoretical, spectroscopic characterization and in silico ADME studies",Journal of Molecular Structure
2024,January,Scopus,College of Science,Scientific,"Utility of 4,9-Dimethoxy-5-Oxo-5H-Furo[3,2-g]Chromene-6-Carbonitrile for Construction of some Novel Heteroannulated Furochromenopyridines",Polycyclic Aromatic Compounds
2024,January,Scopus,College of Science,Scientific,Spirulina platensis ameliorates hepatic oxidative stress and DNA damage induced by aflatoxin B1 in rats,Toxicon
2024,January,Scopus,College of Science,Scientific,"Investigation of the Structural, Elastic, and Radiation Shielding Properties of the SiO2 –Pb3O4–ZnO –Y2O3 Glass System",Silicon
2024,January,Scopus,College of Science,Scientific,"Maximizing stroke recovery with advanced technologies: A comprehensive assessment of robot-assisted, EMG-Controlled robotics, virtual reality, and mirror therapy interventions",Results in Engineering
2024,January,Scopus,College of Science,Scientific,"Role of 4d electrons in room temperature ferromagnetism, and thermoelectric properties of Sr2CrXO6 (X = Nb, Mo) for spintronic applications",Materials Chemistry and Physics
2024,January,Scopus,College of Science,Scientific,Surface adsorption of adenine on pristine and B/N/O/P-doped coronene as a biosensing substrate for DNA detection- DFT study,Journal of Molecular Liquids
2024,January,Scopus,College of Science,Scientific,"Investigations on physical, structural, elastic, optical and radiation shielding properties of calcium phospho-silicate glasses",Radiation Physics and Chemistry
2024,January,Scopus,College of Science,Scientific,Post-selenization induced structural phase transition and enhanced thermoelectric properties in AgBiSe2 alloy thin films,Vacuum
2024,January,Scopus,College of Science,Scientific,Structural characteristics and dielectric properties of irradiated polyvinyl alcohol/sodium iodide composite films,Inorganic Chemistry Communications
2024,January,Scopus,College of Science,Scientific,"Synthesis of Bi2O3 doping powder from CRT-screen waste glass: Physical, structural, and radiation attenuation properties",Radiation Physics and Chemistry
2024,January,Scopus,College of Science,Scientific,"Prediction of new MAX phase Zr2MSiC2 (M = Ti, V) compounds as a promising candidate for future engineering: DFT calculations",Materials Science and Engineering: B
2024,January,Scopus,College of Science,Scientific,In-silico investigations of novel tacrine derivatives potency against Alzheimer's disease,Scientific African
2024,January,Scopus,College of Science,Scientific,"Tetraclinis articulata (Vahl) Mast. essential oil as a promising source of bioactive compounds with antimicrobial, antioxidant, anti-inflammatory and dermatoprotective properties: In vitro and in silico evidence",Heliyon
2024,January,Scopus,College of Science,Scientific,Identification of novel ureido benzothiophenes as dual VEGFR-2/EGFR anticancer agents,Bioorganic Chemistry
2024,January,Scopus,College of Science,Scientific,"Modelling Pennes’, bioheat transfer equation in thermoelasticity with one relaxation time",Journal of Electromagnetic Waves and Applications
2024,January,Scopus,College of Science,Scientific,"Impact of β-glucan dietary supplementation on productive, reproductive performance and physiological response of laying hens under heat stress conditions",Poultry Science
2024,January,Scopus,College of Science,Scientific,Natural gas based on combined fuzzy TOPSIS technique and entropy,Heliyon
2024,January,Scopus,College of Science,Scientific,"Regioselective synthesis, structural and bioactivity of acetylated 1,5-benzodiazepin-2-one derivatives — X-ray crystallography, DFT and molecular docking approaches",Journal of Molecular Structure
2024,January,Scopus,College of Science,Scientific,Nonlinear optical coefficients of Samarium–activated lithium zinc borate glasses in femtosecond and nanosecond regimes,Optics and Laser Technology
2024,January,Scopus,College of Science,Scientific,Impact of terbium (Tb) on ferromagnetism and thermoelectric behaviour of spinels MgTb2(S/Se)4 for spintronic,Materials Science and Engineering: B
2024,January,Scopus,College of Science,Scientific,Hydrothermal synthesis of the NiS@g-C3N4 nanohybrid electrode material for supercapacitor applications,Journal of Energy Storage
2024,January,Scopus,College of Science,Scientific,Mitigative potential of kaempferide against polyethylene microplastics induced testicular damage by activating Nrf-2/Keap-1 pathway,Ecotoxicology and Environmental Safety
2024,January,Scopus,College of Science,Scientific,Slaughterhouse wastes as potential energy for the replacement for fossil fuel in diesel engine with the influence of hydrogen and nanoparticles ZrO2 and MWCNT,Fuel
2024,January,Scopus,College of Science,Scientific,Seed nutripriming with magnesium to improve seedling growth and yield in wheat: Consequences for seed nutrient reserves metabolism and photochemical efficiency,South African Journal of Botany
2024,January,Scopus,College of Science,Scientific,"Structural, morphological, dielectric, and spectral properties of Sr-Mg-Ho X-type magnetic nano materials suitable for microwave absorption application",Vacuum
2024,January,Scopus,College of Science,Scientific,In-vivo anti-hyperglycemic effect of herbal extracts Tribulus terrestris (L) and Curcuma amada (R) on streptozotocin-induced diabetic rats and its associated histopathological studies,Heliyon
2024,January,Scopus,College of Science,Scientific,On modeling the log-returns of Bitcoin and Ethereum prices against the USA Dollar,Alexandria Engineering Journal
2024,January,Scopus,College of Science,Scientific,Over 35% efficiency of three absorber layers of perovskite solar cells using SCAPS 1-D,Optik
2024,January,Scopus,College of Science,Scientific,"Radiation Shielding efficiency of lead-tungsten-boron glasses with Sb, Al, and Bi against gamma, neutron and charge particles",Applied Radiation and Isotopes
2024,January,Scopus,College of Science,Scientific,Porosity-Enhanced Catalytic Activity of 0.5Ba(Zr0.2Ti0.8)O3-0.5(Ba0.7Sr0.3)TiO3 Ceramics,Journal of Electronic Materials
2024,January,Scopus,College of Science,Scientific,Lead-free silver-indium based halide double perovskites for energy harvesting applications,Journal of Physics and Chemistry of Solids
2024,January,Scopus,College of Science,Scientific,Remediation of organic pollutant from the aqueous environment using in-house fabricated polyaniline-based hybrid composite (PANI-MnPBA/NiCoMnS) materials,Chemosphere
2024,January,Scopus,College of Science,Scientific,Strongly coupled design of zinc oxide-nanorods/copper tin sulfide-nanoflowers nanostructures: An electrochemical study in 4-nitrochlorobenzene detection,Chemical Engineering Journal
2024,January,Scopus,College of Science,Scientific,Mycorrhiza-triggered changes in leaf food quality and secondary metabolite profile in tea at low temperatures,Rhizosphere
2024,January,Scopus,College of Science,Scientific,Investigation of ternary Zn–Co–Fe layered double hydroxide as a multifunctional 2D layered adsorbent for moxifloxacin and antifungal disinfection,Scientific Reports
2024,January,Scopus,College of Science,Scientific,"The ameliorative role of magnetite nano gel against lead toxicity in Clarias gariepinus: growth, oxidant/antioxidant stress, gene expression, and histopathological alterations of gills",Aquaculture International
2024,January,Scopus,College of Science,Scientific,On the equilibrium dynamics of a binary system with two Kerr-like bodies,Advances in Space Research
2024,January,Scopus,College of Science,Scientific,Investigation of Nano-Heat-Transfer Variability of AlGaN/GaN-Heterostructure-Based High-Electron-Mobility Transistors,Electronics (Switzerland)
2024,January,Scopus,College of Science,Scientific,Quest for high performance carbon capture membranes: Fabrication of SAPO-34 and CNTs-doped polyethersulfone-based mixed-matrix membranes,Journal of Applied Polymer Science
2024,January,Scopus,College of Science,Scientific,Micro-segmentation of retinal image lesions in diabetic retinopathy using energy-based fuzzy C-Means clustering (EFM-FCM),Microscopy Research and Technique
2024,January,Scopus,College of Science,Scientific,Rare earth based Mg- chalcogenides MgDy2(S/Se)4 as an emerging aspirant for spintronic and thermoelectric applications,Materials Science in Semiconductor Processing
2024,January,Scopus,College of Science,Scientific,"Study of curie temperaure, spin polarization, ferromagnetism and transport behavior of Ba2CrXO6 (X = Ta, W, Re, Os) for spintronic",Journal of Physics and Chemistry of Solids
2024,January,Scopus,College of Science,Scientific,Multifunctional aerogel with antibiofouling properties for efficient solar steam generation and seawater desalination,Nano Today
2024,January,Scopus,College of Science,Scientific,Improved performance in asymmetric supercapacitors using SnO2–MoS2 composite microspheres,Surfaces and Interfaces
2024,January,Scopus,College of Science,Scientific,Structural and dielectric properties of Cerium doped Magnesium-Zinc Aluminate spinel nano-crystallites for high frequency applications,Ceramics International
2024,January,Scopus,College of Science,Scientific,Low thermal SRR metamaterial design with multi-layered structured for terahertz frequency applications,Results in Engineering
2024,January,Scopus,College of Science,Scientific,"RETRACTED ARTICLE: Fabrication of Molecularly Imprinted Polymer Films Based on Graphene Oxide and Carbon Nanotubes for Nitrogenous Compound Sensing in Fuel Chemicals (The Journal of The Minerals, Metals & Materials Society, (2024), 76, 1)",JOM
2024,January,Scopus,College of Science,Scientific,Synthesis and characterization of zinc aluminate electrodes for supercapacitor applications,Electrochimica Acta
2024,January,Scopus,College of Science,Scientific,Magnetic solid phase extraction of aminoglycosides residue in chicken egg samples using Fe3O4-GO-Agarose-Chitosan composite,Food Chemistry
2024,January,Scopus,College of Science,Scientific,Sensing potential of C6N8 for ammonia (NH3) and nitrogen triflouride (NF3): A DFT study,Journal of Molecular Graphics and Modelling
2024,January,Scopus,College of Science,Scientific,Nano-second life time decay and Z-scan measurement: A tool to investigate the relevance of excited state dynamics with non-linear optical parameters in cis substituted Wells-Dawson POM-Porphyrin hybrids,Optical Materials
2024,January,Scopus,College of Science,Scientific,Influence of Annealing Temperature on the Structural and Luminescence Features and Thermoluminescence Trap Parameters of Ca2Al2SiO7: Ce3+ Phosphors,JOM
2024,January,Scopus,College of Science,Scientific,Synthesis and characterization of chitosan hybridized zinc phosphate/hydroxyapatite core shell nanostructure and its potentiality as delivery system of oxaliplatin drug,International Journal of Biological Macromolecules
2024,January,Scopus,College of Science,Scientific,Uncovering proton transportation enabled via the surface and interfacial engineering for ceramic fuel cells,International Journal of Hydrogen Energy
2024,January,Scopus,College of Science,Scientific,Optimizing performance: Achieving high capacitance and cycling durability in alkaline electrolyte with SnO2/SnSe||AC/KOH-based aqueous hybrid supercapacitor,Journal of Energy Storage
2024,January,Scopus,College of Science,Scientific,Progress in nano-technology development and nano-material selection for low-temperature solid oxide fuel cell,Journal of Alloys and Compounds
2024,January,Scopus,College of Science,Scientific,Investigating the impact of end-capped acceptor alterations to dimethyl fluorene-based hole transporting material for perovskite solar cells,Journal of Physics and Chemistry of Solids
2024,January,Scopus,College of Science,Scientific,Sulfur-Doped Defective Nanocarbons Derived from Fullerenes as Electrocatalysts for Efficient and Selective H2O2 Electroproduction,ACS Materials Letters
2024,January,Scopus,College of Science,Scientific,Revolutionizing water oxidation: NiSe/NiO heterostructure as a high-performing oxygen evolution reaction catalyst,International Journal of Hydrogen Energy
2024,January,Scopus,College of Science,Scientific,Optical modeling and characterization of bifacial SiNx/AlOx dielectric layers for surface passivation and antireflection in PERC,Progress in Photovoltaics: Research and Applications
2024,January,Scopus,College of Science,Scientific,Radiation attenuation of boro-tellurite glasses for efficient shielding applications,Applied Radiation and Isotopes
2024,January,Scopus,College of Science,Scientific,"Structural, Spectral, Molecular Docking, and Molecular Dynamics Simulations of Phenylthiophene-2-Carboxylate Compounds as Potential Anticancer Agents",Polycyclic Aromatic Compounds
2024,January,Scopus,College of Science,Scientific,Theoretical prediction of cosmic rays models for strange particles production at RHIC energy,Results in Physics
2024,January,Scopus,College of Science,Scientific,"POST-PANDEMIC ECONOMY, TECHNOLOGY, AND INNOVATION: Global Outlook and Context","Post-Pandemic Economy, Technology, and Innovation: Global Outlook and Context"
