research_id,university,title,authors,publication_year,publication_date,abstract,research_field,tech_category,journal,doi,url,source
KFUPM_bc57e3cc-dad4-41df-a763-da85bf925d45,King Fahd University of Petroleum and Minerals,Monocular based 3D depth estimation and SLAM integration,Yasser E. El-Alfy; Uthman Baroudi,2025,,"In various practical scenarios, autonomous vehicles must navigate through unfamiliar areas to reach their destinations. This navigation is facilitated by two-dimensional (2D) and three-dimensional (3D) maps. Simultaneous localization and mapping (SLAM) systems enable autonomous vehicles to map their surroundings while in motion. Traditionally, SLAM systems rely on physical sensors like LiDAR to measure distances. However, these sensors are costly and consume significant power, particu-larly when used with drones. Consequently, the use of monocular cameras for depth estimation of surrounding objects has gained considerable interest from both academia and industry. In this study, we integrate a recently developed deep learning monocular depth estimation model into the ORB-SLAM2 system. The integrated system has been tested by estimating trajec-tories and constructing 3D point cloud maps of unknown areas. In addition, preliminary experiments were conducted using a live drone. These experiments demonstrated the ability of the proposed system to produce more accurate point-cloud maps which improve the trajectory errors by 34-54% compared to contemporary approaches.",,,Drone Systems and Applications,10.1139/dsa-2024-0025,https://pure.kfupm.edu.sa/en/publications/bc57e3cc-dad4-41df-a763-da85bf925d45,KFUPM Pure (OAI-PMH)
KFUPM_b6837243-fd5a-4ee3-85b4-4d56d454cbae,King Fahd University of Petroleum and Minerals,Dynamic spectrum sharing in heterogeneous wireless networks using deep reinforcement learning,Sulaimon Oyeniyi Adebayo; Abdulaziz Barnawi; Tarek Sheltami; Muhammad Felemban,2025,,"The rapid expansion of wireless networks demands efficient spectrum allocation. Dynamic Spectrum Sharing (DSS) is a technology that allows multiple wireless networks to share the same frequency spectrum dynamically. It is an effective technique for optimizing spectrum use, particularly in heterogeneous environments where multiple wireless technologies with diverse spectrum access requirements coexist, often leading to interference challenges and increased spectrum competition. This research proposes an enhanced DSS technique based on Deep Reinforcement Learning (DRL). The proposed method enables an effective sharing of the available spectrum between two access technologies, namely Long Term Evolution (LTE) and Narrowband IoT (NB-IoT). The study optimizes throughput through DRL methods, including Deep Q-Networks (DQN), conducting experiments in three phases: LTE-DRL coexistence, NB-IoT-DRL coexistence, and LTE-NB-IoT coexistence. Results show that deep learning enhances the LTE-DRL system's convergence rate and throughput, achieving over 85% throughput with convergence times as low as 24 milliseconds (ms). The study highlights the trade-offs between parameters such as probabilities (arrival, successful transmission, and retransmission), packet expiry duration, learning rate, discount factor, fairness index, and the neural network architecture as well as the parameters’ impact on the overall system throughput. NB-IoT coexistence with DRL shows similar results with a slight decrement in throughput and negligibly longer convergence rate, while the coexistence of LTE and NB-IoT results in throughput of around 70% for each of the LTE and NB-IoT systems due to increased spectrum competition and increased complexity of the operating environment. This work offers insights into optimizing spectrum sharing using DRL and underscores the balance between various parameters for efficient spectrum management.",,,Internet of Things (The Netherlands),10.1016/j.iot.2025.101635,https://pure.kfupm.edu.sa/en/publications/b6837243-fd5a-4ee3-85b4-4d56d454cbae,KFUPM Pure (OAI-PMH)
KFUPM_03034b5b-5f88-4a7a-ba0c-3b2a9290a051,King Fahd University of Petroleum and Minerals,Numerical investigation of magnetized nanofluid flow in a non-Darcian medium with convective heating conditions across a rotating disk,Muhammad Mubashir Bhatti; R. Ellahi; Sadiq M. Sait,2025,2025-06-09,"Purpose: A novel approach of Buongiorno and Arrhenius energy models is proposed to examine magnetized nanofluid flow saturated in a non-Darcian medium with convective boundary conditions over a rotating disk. The proposed work has substantial applications in the domain of Heat Transfer within industrial operations, including power plants, electronic devices and nuclear reactors. It also pertains to the design of energy-efficient systems, rotating machinery and equipment such as centrifugal pumps, turbines and rotating heat exchangers. It is also pertinent to environmental engineering, which deals with fluid filtration and thermal management, and biomedical engineering, which includes drug delivery systems and the treatment of hyperthermia. It also discusses applications of magnetic fields, such as magnetorheological fluids, magnetic refrigeration and magnetic cooling systems. Design/methodology/approach: The Von Karman’s methodology is used to develop a mathematical formulation. The resulting series of nonlinear differential equations are solved by generalized differential quadrature (GDQ) technique. The Newton–Raphson iterative method is used to get numerical solutions. Findings: Effects of evolving parameters such as radial velocity, azimuthal velocity, transverse velocity, thermal and concentration patterns are examined through graphs and tables. The outcomes of skin friction coefficient, Nusselt number, Sherwood number and residual error are also presented. A comparison with the existing literature has been made as a special case for the validation of results. Originality/value: A blend framework of Buongiorno and Arrhenius energy models for magnetized nanofluid flow across a uniformly rotating disk inside a non-Darcian structure with convective boundary conditions is presented.","SDG 7 - Affordable and Clean Energy; SDG 9 - Industry, Innovation, and Infrastructure",,International Journal of Numerical Methods for Heat and Fluid Flow,10.1108/hff-03-2025-0135,https://pure.kfupm.edu.sa/en/publications/03034b5b-5f88-4a7a-ba0c-3b2a9290a051,KFUPM Pure (OAI-PMH)
KFUPM_c74d83e4-eef1-437a-af56-476b376df523,King Fahd University of Petroleum and Minerals,Multiple-Input Floating-Point Adders: A Comprehensive Review,Sami Ul Haq; Aiman H. El-Maleh; Ali Alsuwaiyan,2025,,"Floating-point addition is pivotal in various computational applications, including scientific computing, machine learning, and graphics processing. Traditional two-input floating-point adders (FPADD2) are widely used but become bottlenecks in scenarios requiring efficient multi-operand summation. The growing demand for high-performance computing has spurred interest in multiple-input floating-point adders (FPADDn), which simultaneously handle multiple operands to enhance throughput and reduce latency. This paper provides a comprehensive review of FPADDn architectures, exploring key design principles, implementation techniques, and challenges such as precision, hardware complexity, and rounding errors. Modern approaches leveraging hierarchical tree structures, parallelism, and pipelining are discussed, highlighting their advantages and trade-offs.",,,IEEE Access,10.1109/access.2025.3572430,https://pure.kfupm.edu.sa/en/publications/c74d83e4-eef1-437a-af56-476b376df523,KFUPM Pure (OAI-PMH)
KFUPM_ddf9f5d3-6bb5-433f-a98f-c8e21f35b426,King Fahd University of Petroleum and Minerals,A Systematic Literature Review of DDS Middleware in Robotic Systems,Muhammad Liman Gambo; Abubakar Danasabe; Basem Almadani; Farouq Aliyu; Abdulrahman Aliyu; Esam Al-Nahari,2025,,"The increasing demand for automation has led to the complexity of the design and operation of robotic systems. This paper presents a systematic literature review (SLR) focused on the applications and challenges of Data Distribution Service (DDS)-based middleware in robotics from 2006 to 2024. We explore the pivotal role of DDS in facilitating efficient communication across heterogeneous robotic systems, enabling seamless integration of actuators, sensors, and computational elements. Our review identifies key applications of DDS in various robotic domains, including multi-robot coordination, real-time data processing, and cloud–edge–end fusion architectures, which collectively enhance the performance and scalability of robotic operations. Furthermore, we identify several challenges associated with implementing DDS in robotic systems, such as security vulnerabilities, performance and scalability requirements, and the complexities of real-time data transmission. By analyzing recent advancements and case studies, we provide insights into the potential of DDS to overcome these challenges while ensuring robust and reliable communication in dynamic environments. This paper aims to contribute to the transformative impact of DDS-based middleware in robotics, offering a comprehensive overview of its benefits, applications, and security implications. Our findings underscore the necessity for continued research and development in this area, paving the way for more resilient and intelligent robotic systems that operate effectively in real-world scenarios. This review not only fills existing gaps in the literature but also serves as a foundational resource for researchers and practitioners seeking to leverage DDS in the design and implementation of next-generation robotic solutions.",,,Robotics,10.3390/robotics14050063,https://pure.kfupm.edu.sa/en/publications/ddf9f5d3-6bb5-433f-a98f-c8e21f35b426,KFUPM Pure (OAI-PMH)
KFUPM_768a675c-c60b-45ff-a198-5b68d28b73a7,King Fahd University of Petroleum and Minerals,Tag Replication and Status Bits Encoding for Enhancing Cache Metadata Reliability,Abdulaziz Tabbakh,2025,,"On-chip caches occupy a significant portion of modern processors, making them increasingly vulnerable to soft errors as technology scales. While data arrays often receive robust protection via error-correcting codes (ECCs), metadata elements such as tag fields and status bits remain inadequately protected despite their critical role in ensuring memory integrity. This paper proposes two lightweight techniques to enhance cache metadata reliability: (1) a robust three-bit encoding scheme for status bits that tolerates single-bit flips without data corruption and (2) a selective tag replication scheme for dirty cache blocks, enabling reliable recovery from single-bit errors in tag arrays. Simulation results on SPEC 2006 benchmarks show that our approach recovers 97.3% of injected soft errors in cache metadata, outperforming conventional SECDED protection (93.8%) with significantly lower overhead. The proposed design incurs only 0.50% area and 1.67% dynamic power overhead on a data L1 cache. Moreover, the proposed techniques can be extended to support common cache coherence protocols in multicore systems with minimal modification.",,,Journal of Electrical and Computer Engineering,10.1155/jece/5008986,https://pure.kfupm.edu.sa/en/publications/768a675c-c60b-45ff-a198-5b68d28b73a7,KFUPM Pure (OAI-PMH)
KFUPM_06e6a066-2f05-499f-b2af-1198806b6cd5,King Fahd University of Petroleum and Minerals,Multi-Layer Network Formation Through HAPS Base Station and Transmissive RIS-Equipped UAV,Faical Khennoufa; Khelil Abdellatif; Halim Yanikomeroglu; Metin Ozturk; Taissir Elganimi; Ferdi Kara; Khaled Rabie,2025,,"In order to bolster future wireless networks, there has been a great deal of interest in non-terrestrial networks, especially aerial platforms including high-altitude platform stations (HAPS) and uncrewed aerial vehicles (UAVs). These platforms can integrate advanced technologies such as reconfigurable intelligent surfaces (RIS) and non-orthogonal multiple access (NOMA). In this regard, this paper proposes a multi-layer network architecture consisting of HAPS and UAV, where the former acts as a HAPS super macro base station (HAPS-SMBS), while the latter serves as a relay node for the ground Internet of Things (IoT) devices. The UAV is equipped with active transmissive RIS, which is a novel technology with promising benefits. We also utilize multiple-input single-output (MISO) technology, i.e., multiple antennas at the HAPS-SMBS and a single antenna at the IoT devices. Additionally, we consider NOMA as the multiple access technology as well as the existence of hardware impairments as a practical limitation. We compare the proposed system model with various scenarios, all involving the HAPS-SMBS and RIS-equipped UAV relay combination, but with different types of RIS, antenna configurations, and access technologies. Sum rate and energy efficiency are used as performance metrics, and the findings demonstrate that, in comparison to all benchmarks, the proposed system yields significant performance gains. Moreover, hardware impairment limits the system performance at high transmit power levels.",SDG 7 - Affordable and Clean Energy,,"2025 IEEE Wireless Communications and Networking Conference, WCNC 2025",10.1109/wcnc61545.2025.10978385,https://pure.kfupm.edu.sa/en/publications/06e6a066-2f05-499f-b2af-1198806b6cd5,KFUPM Pure (OAI-PMH)
KFUPM_a841d6c0-b0bf-4307-9c53-267d9a2f4bee,King Fahd University of Petroleum and Minerals,AttCDCNet: Attention-Enhanced Chest Disease Classification Using X-Ray Images,Omar H. Khater; Abdullahi S. Shuaibu; Sami Ul Haq; Abdul Jabbar Siddiqui,2025,,"Chest X-rays (X-ray images) have been proven to be effective for the diagnosis of chest diseases, including Pneumonia, Lung Opacity, and COVID-19. However, relying on traditional medical methods for diagnosis from X-ray images is prone to delays and inaccuracies because the medical personnel who evaluate the X-ray images may have preconceived biases. For this reason, researchers have proposed the use of deep learning-based techniques to facilitate the diagnosis process. The preeminent method is the use of sophisticated Convolutional Neural Networks (CNNs). In this work, we introduce an innovative detection model named AttCDCNet for the task of X-ray image diagnosis, enhancing the popular DenseNet121 model by adding an attention block to help the model focus on the most relevant regions, utilizing the focal loss as a loss function to overcome the imbalance of the dataset problem, and utilizing depth-wise convolution to make the model lighter by reducing the parameters. The proposed model demonstrates novelty by effectively integrating these enhancements to address critical challenges in medical image classification, including dataset imbalance and computational efficiency. Through extensive experimental evaluations, the proposed model demonstrates exceptional performance, surpassing the original DenseNet121 and other state-of-the-art models. The proposed model achieved an accuracy, precision and recall of 94.94%, 95.14% and 94.53%, respectively, on the COVID-19 Radiography Dataset. Underscoring its potential to improve diagnostic accuracy and efficiency in real-world medical applications.",SDG 3 - Good Health and Well-being,,"22nd IEEE International Multi-Conference on Systems, Signals and Devices, SSD 2025",10.1109/ssd64182.2025.10989974,https://pure.kfupm.edu.sa/en/publications/a841d6c0-b0bf-4307-9c53-267d9a2f4bee,KFUPM Pure (OAI-PMH)
KFUPM_66e39c90-ddd9-4f52-a2a1-cf80b401a2d8,King Fahd University of Petroleum and Minerals,Pothole Detection under Various Weather Conditions Using YOLOv9,Yasser El-Alfy; Subhan Aliyev; Abdul Jabbar Siddiqui; Uthman Baroudi,2025,,"Potholes pose significant dangers on roads, leading to substantial damage to vehicles, causing accidents, and increasing maintenance costs for authorities. Accurate and timely detection of potholes is crucial for effective road maintenance and repair. However, this task is challenging, especially under varying weather conditions. Rain, snow, and fog can obscure sensors and cameras, making it difficult to capture clear images of the road surface. Additionally, nighttime and shadows can further reduce the visibility of potholes. In this paper, we propose a pothole detection system that operates effectively under diverse weather conditions using YOLOv9, a real-time object detection algorithm. Our approach was trained and evaluated on a dataset of images generated under different weather scenarios. The resulting model achieved a precision of 0.807, a recall of 0.759, a mAP50 of 0.829, and a mAP50-95 of 0.551.",,,"22nd IEEE International Multi-Conference on Systems, Signals and Devices, SSD 2025",10.1109/ssd64182.2025.10989851,https://pure.kfupm.edu.sa/en/publications/66e39c90-ddd9-4f52-a2a1-cf80b401a2d8,KFUPM Pure (OAI-PMH)
KFUPM_ac9ca355-4149-4385-9c3b-99713aecd68b,King Fahd University of Petroleum and Minerals,PNet-IDS: A Lightweight and Generalizable Convolutional Neural Network for Intrusion Detection in Internet of Things,Auwal Sani Iliyasu; Abdul Jabbar Siddiqui; Houbing Song; Fahad Jibrin Abdu,2025,,"Network Intrusion Detection Systems (NIDS) play a crucial role in IoT security. In recent years, deep learning-based intrusion detection systems have demonstrated excellent performance. However, the high computational and storage requirements make these impractical for most IoT devices. To address this pressing issue, we propose PNet-IDS, a novel lightweight convolutional neural network (CNN)- based method to reduce computational complexity and optimize on-device resource usage for real-time intrusion detection. The key contribution of the proposed method is the reduced number of floating point operations (FLOPs) and effective utilization of on-device computational resources at high accuracies and precision, making PNet-IDS lightweight and efficient for real-time next generation IoT intrusion detection. Moreover, PNet-IDS’ robustness against distribution shifts in network traffic is enhanced by through a knowledge distillation framework. Comprehensive experimental evaluations using the popular BoT-IoT and CIC-IDS2017 benchmark datasets prove the superiority of the proposed PNet-IDS over competitive related methods in terms of reduced parameters count, reduced FLOPs, reduced model size while maintaining high accuracy and precision. By combining PNet-IDS’ efficiency with knowledge distillation’s adaptability, the proposed method offers a scalable and resilient solution for IoT intrusion detection.",,,IEEE Access,10.1109/access.2025.3575705,https://pure.kfupm.edu.sa/en/publications/ac9ca355-4149-4385-9c3b-99713aecd68b,KFUPM Pure (OAI-PMH)
KFUPM_b341c494-f536-476e-9c56-32dc06a9a1ae,King Fahd University of Petroleum and Minerals,Explainable AI for Lightweight Network Traffic Classification Using Depthwise Separable Convolutions,Mustafa Ghaleb; Mosab Hamdan; Abdulaziz Y. Barnawi; Muhammad Gambo; Abubakar Danasabe; Saheed Bello; Aliyu Habib,2025,,"With the rapid growth of internet usage and the increasing number of connected devices, there is a critical need for advanced Network Traffic Classification (NTC) solutions to ensure optimal performance and robust security. Traditional NTC methods, such as port-based analysis and deep packet inspection, struggle to cope with modern network complexities, particularly dynamic port allocation and encrypted traffic. Recently, Convolutional Neural Networks (CNN) and Recurrent Neural Networks (RNN) have been employed to develop classification models to accomplish this task. Existing models for NTC often require significant computational resources due to their large number of parameters, leading to slower inference times and higher memory consumption. To overcome these limitations, we introduce a lightweight NTC model based on Depthwise Separable Convolutions and compare its performance against CNN, RNN, and state-of-the-art models. In terms of computational efficiency, our proposed lightweight CNN exhibits a markedly reduced computational footprint. It utilizes only 30,611 parameters and 0.627 MFLOPS, achieving inference times of 1.49 seconds on the CPU and 0.43 seconds on the GPU. This corresponds to roughly 4× fewer FLOPS than the RNN baseline and 16× fewer than the CNN baseline, while also offering an ultracompact design compared to state-of-the-art models. Such efficiency makes it exceptionally well-suited for real-time applications in resource-constrained environments. In addition, we have integrated eXplainable Artificial Intelligence techniques, specifically LIME and SHAP, to provide valuable insights into model predictions. LIME and SHAP help interpret the contribution of each feature in decision-making, enhancing the transparency and trust in the model’s predictions, without compromising its lightweight nature. To support reproducibility and foster collaborative development, all associated code and resources have been made publicly available.",,,IEEE Open Journal of the Computer Society,10.1109/ojcs.2025.3576495,https://pure.kfupm.edu.sa/en/publications/b341c494-f536-476e-9c56-32dc06a9a1ae,KFUPM Pure (OAI-PMH)
KFUPM_2ee974a1-ece3-4f2e-a8d3-a085340947fb,King Fahd University of Petroleum and Minerals,Bridging Connectivity Gaps: HAP-Based Network With Parallel FSO-RF Transmission for Ubiquitous Internet Access,Ramy Samy; Fayez Gebali; Hong Chuan Yang; Fang Xu; Khaled M. Rabie; Basem M. ElHalawany,2025,,"High-altitude platform (HAP)-based networks can be a flexible and cost-effective alternative to satellite systems for future connectivity. This paper proposes a reliable HAP-based solution for providing ubiquitous Internet coverage over wide areas. We combine free-space optical (FSO) and radio frequency (RF) links to exploit their complementary properties. The proposed network uses a primary HAP (P-HAP) for dedicated FSO and RF transmissions and a backup HAP (B-HAP) to provide extra access when the primary FSO suffers outages. The FSO links support high-data-rate transmissions to access points in densely populated regions. Meanwhile, the RF link ensures ubiquitous coverage, enabling connectivity for dispersed users who would otherwise be challenging and costly to reach. Due to the low altitude of HAPs, these users can access the Internet using conventional mobile phones without requiring additional terrestrial infrastructure. We develop an analytical model for packet transmission over the FSO and RF links via P-HAP and B-HAP. Important performance metrics are derived, such as throughput, loss probability, resource utilization, packet error rate, and goodput. Extensive Monte Carlo simulations are presented to verify the analytical results.","SDG 9 - Industry, Innovation, and Infrastructure",,IEEE Open Journal of the Communications Society,10.1109/ojcoms.2025.3578883,https://pure.kfupm.edu.sa/en/publications/2ee974a1-ece3-4f2e-a8d3-a085340947fb,KFUPM Pure (OAI-PMH)
KFUPM_ce26e467-318c-4adf-ad7a-7233fd9909ea,King Fahd University of Petroleum and Minerals,Reflection of Harmonic Waves in a Nonlocal Rotating Micropolar Medium with Constant Magnetic Field under Three-phase-lag Theory with Temperature Dependent Elastic Model,Ambreen A. Khan; Sadiq M. Sait; R. Ellahi,2025,,"The reflection of harmonic waves, like sound or light, has diverse applications, including sonar for object location, understanding seismic waves in geophysics, and even in the human eye's ability to see. The reflection of plane waves with constant material properties is available in existing literature, but very little attention has been given to the temperature-dependent modulus of elasticity. A novel model is proposed to study the propagation of harmonic plane waves through a nonlocal micropolar medium with temperature-dependent material properties. The influence of nonlocality, rotation effects, and the constant magnetic field is also taken into account. The precise formulations of the field quantities are presented and examined using the normal mode approach. The phase lag (TPL) theory is applied to model and solve the governing equations. The effects of rotation, temperature-dependent constants, and the nonlocality parameter on the different physical quantities have been examined and displayed graphically. Energy ratios are also computed by using the amplitude ratios. It is concluded that in a nonlocal, rotating, micropolar medium, reflection of harmonic waves provides four coupled quasi-waves, namely, quasi-transverse, quasi-longitudinal, quasi-micro rotational, and quasi-thermal, with different speeds, and the energy ratios and reflection coefficients are affected by nonlocal parameters, rotation, and micropolarity.",,,Journal of Computational Applied Mechanics,10.22059/jcamech.2025.395439.1478,https://pure.kfupm.edu.sa/en/publications/ce26e467-318c-4adf-ad7a-7233fd9909ea,KFUPM Pure (OAI-PMH)
KFUPM_3adb44d3-9165-40bb-9e4b-0f18287b1dbe,King Fahd University of Petroleum and Minerals,A Multi-Layer Non-Terrestrial Networks Architecture for 6G and Beyond Under Realistic Conditions and With Practical Limitations,Faical Khennoufa; Khelil Abdellatif; Halim Yanikomeroglu; Metin Ozturk; Taissir Elganimi; Ferdi Kara; Khaled Rabie,2025,,"In order to bolster the next generation of wireless networks, there has been a great deal of interest in non-terrestrial networks (NTN), including satellites, high altitude platform stations (HAPS), and uncrewed aerial vehicles (UAV). To unlock their full potential, these platforms can integrate advanced technologies such as reconfigurable intelligent surfaces (RIS) and next-generation multiple access (NGMA). However, in practical applications, transceivers often suffer from radio frequency (RF) impairments, which limit system performance. In this regard, this paper explores the potential of multi-layer NTN architecture to mitigate path propagation loss and improve network performance under hardware impairment limitations. First, we present current research activities in the NTN framework, including RIS, multiple access technologies, and hardware impairments. Next, we introduce a multi-layer NTN architecture with hardware limitations. This architecture includes HAPS super-macro base stations (HAPS-SMBS), UAVs–equipped with passive or active transmissive RIS–, and NGMA techniques, like non-orthogonal multiple access (NOMA), as the multiple access techniques to serve terrestrial devices. Additionally, we present and discuss potential use cases of the proposed multi-layer architecture considering hardware impairments. The multi-layer NTN architecture combined with advanced technologies, such as RIS and NGMA, demonstrates promising results; however, the performance degradation is attributed to RF impairments. Finally, we identify future research directions, including RF impairment mitigation, UAV power management, and antenna designs.",,,IEEE Internet of Things Magazine,10.1109/miot.2025.3575923,https://pure.kfupm.edu.sa/en/publications/3adb44d3-9165-40bb-9e4b-0f18287b1dbe,KFUPM Pure (OAI-PMH)
KFUPM_db3a26f4-3cf7-40be-b1e9-f55326cc3dc7,King Fahd University of Petroleum and Minerals,Publish/Subscribe-Middleware-Based Intelligent Transportation Systems: Applications and Challenges,Basem Almadani; Ekhlas Hashem; Raneem R. Attar; Farouq Aliyu; Esam Al-Nahari,2025,,"Countries are embracing intelligent transportation systems (ITSs), the application of information and communication technologies to transportation, to address growing challenges in urban mobility, congestion, safety, and sustainability. Architecture Reference for Cooperative and Intelligent Transportation (ARC-IT) is a notable ITS framework comprising Enterprise, Functional, Physical, and Communications Views (or layers). This review focuses on the Communications View, examining how publish/subscribe middleware enhances ITS through the communication layer. It identified application areas across ITS infrastructure, transportation modes, and communication technologies, and highlights key challenges. In the infrastructure domain, publish/subscribe middleware enhances responsiveness and real-time processing in systems such as traffic surveillance, VANETs, and road sensor networks, especially when replacing legacy infrastructure is cost-prohibitive. Moreover, the middleware supports scalable, low-latency communication in land, air, and marine modes, enabling public transport coordination, cooperative driving, and UAV integration. At the communications layer, publish/subscribe systems facilitate interoperable, delay-tolerant data dissemination over heterogeneous platforms, including 4G/5G, ICN, and peer-to-peer networks. However, integrating publish/subscribe middleware in ITS has several challenges, including privacy risks, real-time data constraints, fault tolerance, bandwidth limitations, and security vulnerabilities. This paper provides a domain-informed foundation for researchers and practitioners developing resilient, scalable, and interoperable communication systems in next-generation ITSs.","SDG 9 - Industry, Innovation, and Infrastructure; SDG 11 - Sustainable Cities and Communities; SDG 17 - Partnerships for the Goals",,Applied Sciences (Switzerland),10.3390/app15126449,https://pure.kfupm.edu.sa/en/publications/db3a26f4-3cf7-40be-b1e9-f55326cc3dc7,KFUPM Pure (OAI-PMH)
KFUPM_de8c4ff2-8efc-4582-bddb-a349b53ced0a,King Fahd University of Petroleum and Minerals,IBN-ZTSA: AI-IBN for Zero Touch Service Automation of B5G Terrestrial and Non-Terrestrial Networks,Khizar Abbas; Yeongpil Cho; Muhammad Afaq; Ali Nauman; Jae Hyoung Yoo; James Won Ki Hong; Wang Cheol Song,2025,,"Accommodating novel and diverse services with different quality of service requirements (QoS), including Web 3.0, metaverse, AR/VR, smart industries, smart hospitals, etc., is very challenging for Beyond 5G (B5G) networks. These services require high-speed, lowlatency, and seamless connectivity. Conversely, network slicing in B5G networks is the best candidate to support these services by providing dedicated resources. However, automatically orchestrating and managing network slicing for these services is challenging. Therefore, this article presents a closed-loop and zero-touch Intent-Based Networking (IBN) architecture named IBN-ZTSA for network slice design and orchestration over multidomain infrastructure terrestrial and non- terrestrial networks (NTN). IBN-ZTSA automatically performs commissioning, activating, monitoring, and decommissioning end-to-end (e2e) slices. Moreover, we have integrated an Artificial Intelligence (AI) empowered network data analytics mechanism with IBN to enable network intelligence for proactive management and control. Finally, we performed several experiments by creating end-to-end (e2e) slices through the IBN-ZTSA mechanism, which shows satisfactory performance in automated service provisioning, resource allocation, and resource management.","SDG 9 - Industry, Innovation, and Infrastructure",,IEEE Communications Standards Magazine,10.1109/mcomstd.2025.3568906,https://pure.kfupm.edu.sa/en/publications/de8c4ff2-8efc-4582-bddb-a349b53ced0a,KFUPM Pure (OAI-PMH)
KFUPM_9739229b-aee5-44b6-8deb-599e0f1e95eb,King Fahd University of Petroleum and Minerals,Behavioral and Propagation-Based Analysis of APT Attacks for Effective Attack Attribution,Mohammed Rauf Ali Khan; Ahmad Almulhem,2025,,"Various advanced persistent threat (APT) groups are emerging with different tactics, techniques, and procedures (TTPs) for targeting enterprises and organizations. Traditional methods that use either static or dynamic analysis might struggle to detect polymorphic and packed zero-day attacks. In this paper, we propose an approach that allows mal ware analysts to consider all aspects of an attack, including not just sample analysis but also a view into TTP-based attack vectors. By correlating observed TTPs with known threat intelligence, our approach facilitates attack attribution, helping analysts identify the threat actor behind an attack campaign. We applied our approach to a recent APT attack by the Black Basta group on Keytronics, which utilized unique delivery mechanisms for initial access. This paper then describes the entire attack vector, explaining how email bombing was used to deliver payloads like SystemBC and Black Basta ransomware. We also list the indicators of compromise, command and control traffic, persistence mechanisms, detection rules, and other unique identifiers from this attack campaign. By integrating sample-based analysis with TTP-based attack vector examination, our approach enhances existing attribution methods, providing a more comprehensive perspective on APT attack strategies.",,,ISDFS 2025 - 13th International Symposium on Digital Forensics and Security,10.1109/isdfs65363.2025.11012042,https://pure.kfupm.edu.sa/en/publications/9739229b-aee5-44b6-8deb-599e0f1e95eb,KFUPM Pure (OAI-PMH)
KFUPM_0182e14e-3458-431a-8bb9-f117c3000a3d,King Fahd University of Petroleum and Minerals,Rainfall Prediction Using Integrated Machine Learning Models With K-Means Clustering: A Representative Case Study of Harirud Murghab Basin-Afghanistan,Ziaul Haq Haq Doost; Ali Alsuwaiyan; Abdulazeez Abdulraheem; Nabil M. Al-Areeq; Zaher Mundher Yaseen,2025,,"Accurate rainfall prediction was essential for effective water resource management and disaster preparedness, especially in regions with limited observational data such as Afghanistan. This study objective was to develop a reliable rainfall prediction machine learning (ML) model by integrating satellite-derived meteorological data with ground-based observational rainfall data. Four ML models including Gradient Boosting Regressor (GBR), Hist Gradient Boosting Regressor (HGBR), Random Forest Regressor (RFR), and Xtreme Gradient Boosting Regressor (XGBR) were used. The models were evaluated at three stations (Nazdik-i Herat, Shinya, and Torghundi) using coefficient of determination (R2), mean squared error (MSE), root mean squared error (RMSE), Mean absolute error (MAE), and median absolute error (MedAE) as evaluation metrics. Results showed at Nazdik-i Herat station, HGBR model achieved R2 of 0.90 for training phase and 0.83 for testing phase, RMSE of 7.35 and 10.25, and MAE of 5.41 and 6.45 for training and testing phases respectively. At Shinya station, HGBR model obtained an R2 of 0.76 and 0.76, RMSE of 10.91 and 9.51, and MAE of 6.25 and 7.44 for training and testing phases respectively. At Torghundi station, this model recorded R2 of 0.92 and 0.80, RMSE of 5.51 and 8.54, and MAE of 3.97 and 5.97 for training and testing phases respectively. While other models showed good performance, HGBR was the only model that consistently maintained high accuracy and low error across both training and testing phases at all stations. Making it the best performing model for monthly rainfall prediction in the region. This study contributed scientifically by showing the effectiveness of satellite data and advanced ML models in monthly rainfall prediction for data-limited regions. Practically, it enables a cost-effective alternative to physical rain gauge installations by offering a reliable method to estimate monthly rainfall in order to support irrigation planning, water resource management, and disaster preparedness in climate-vulnerable regions.",SDG 6 - Clean Water and Sanitation; SDG 13 - Climate Action,,IEEE Access,10.1109/access.2025.3581921,https://pure.kfupm.edu.sa/en/publications/0182e14e-3458-431a-8bb9-f117c3000a3d,KFUPM Pure (OAI-PMH)
