research_id,university,title,matched_terms,selected
KSU_2023_49,KSU,"Impact of grape (Vitis vinifera) seed extract on egg production traits, nutrients digestability, lipid peroxidation and fertility of golden laying hens (Gallus gallus) during early stage of production",,False
KSU_2023_50,KSU,"Development of new thiazolidine-2,4-dione hybrids as aldose reductase inhibitors endowed with antihyperglycaemic activity: design, synthesis, biological investigations, and in silico insights",,False
KSU_2023_51,KSU,Discovery of pyrimidine-tethered benzothiazole derivatives as novel anti-tubercular agents towards multi- and extensively drug resistant Mycobacterium tuberculosis,,False
KSU_2023_52,KSU,Investigating the self-assembling of nicotinic hydrazide-based amphiphile into nano-range vesicles and its amphotericin B loading applications,,False
KSU_2023_53,KSU,"Effects of dietary inclusion of Moringa oleifera methanolic extract on productive performance, humoral immunity and nutrient digestibility in Japanese quails",,False
KSU_2023_54,KSU,Quality evaluation of ozone-processed Kinnow (Citrus reticulata Blanco) juice at ambient temperature,,False
KSU_2023_55,KSU,Impact of cement industries on potentially toxic elements' contamination and other characteristics of topsoil: A case study,,False
KSU_2023_56,KSU,Improving curcumin bactericidal potential against multi-drug resistant bacteria via its loading in polydopamine coated zinc-based metal-organic frameworks,,False
KSU_2023_57,KSU,Biocompatibility and antibacterial activity studies of gellan gum and alginate thin film encapsulating curcumin as a wound skin care dressing,,False
KSU_2023_58,KSU,Exploring intraspecific pollen morphology variation in Apocynaceae: A roadmap for horticultural innovation,,False
KSU_2023_59,KSU,County-level corn yield prediction using supervised machine learning,machine learning,True
KSU_2023_60,KSU,Antibacterial activity of green synthesized selenium nanoparticles using Vaccinium arctostaphylos (L.) fruit extract,,False
KSU_2023_61,KSU,Effect of protein-based nanoencapsulation on viability of probiotic bacteria under hostile conditions,,False
KSU_2023_62,KSU,"Methotrexate, an anti-inflammatory drug, inhibits Hepatitis E viral replication",,False
KSU_2023_63,KSU,Soil erosion assessment by RUSLE model using remote sensing and GIS in an arid zone,,False
KSU_2023_64,KSU,Recent insights into green extraction techniques as efficient methods for the extraction of bioactive components and essential oils from foods,,False
KSU_2023_65,KSU,Potential of high-pressure homogenization (HPH) in the development of functional foods,,False
KSU_2023_66,KSU,Diagnosing Schwannoma in the Wrist: a Challenging Case of Intraneural Ganglion Cyst Mimicry and a Review of Literature,,False
KSU_2023_67,KSU,"Synthesis, kinetic studies and in-silico investigations of novel quinolinyl-iminothiazolines as alkaline phosphatase inhibitors",,False
KSU_2023_68,KSU,Survival potential and assessment of deformities in embryo and larvae of Chinese carps (Hypophthalmichthys molitrix and Ctenopharyngodon idella) under acute exposure of cadmium and nickel,,False
KSU_2023_69,KSU,"Effects of supplemental phytase on growth, nutrient digestibility and anti-oxidant enzyme activity in the gills of juvenile mrigal, Cirrhinus mrigala (Hamilton 1882) fed distillers dried grains with soluble based diets",,False
KSU_2023_70,KSU,Haematological alterations under the anti-helminthic application in Pavo cristatus,,False
KSU_2023_71,KSU,"Feathers, eggs, and blood as bioindicators of heavy metals and their impact on DNA damage in captive Pavo cristatus",,False
KSU_2023_72,KSU,Effect of starch-based nanoparticles on the viability and stability of probiotics under adverse conditions,,False
KSU_2023_73,KSU,Land degradation unmasked as the key constraint in sunflower (Helianthus annus) production: Role of GIS in revitalizing this vital sector,,False
KSU_2023_74,KSU,Aeromagnetic data interpretation of the northern Kontum massif (Vietnam) for mapping subsurface structures,,False
KSU_2023_75,KSU,"Eco-friendly green synthesis of copper nanoparticles from Tinospora cordifolia leaves: optical properties with biological evaluation of anti-microbial, anti-inflammatory and anti-oxidant applications",,False
KSU_2023_76,KSU,Effect of two brooding systems and four stocking densities on immune response and stress indicators of broiler chicks during the brooding period,,False
KSU_2023_77,KSU,"Meat fatty acids profile including metabolic, qualitative, nutritional indices, and organoleptic evaluation as affected by Rumex nervosus leaves meal fortified broiler diets",,False
KSU_2023_78,KSU,Chemical screening and mosquitocidal activity of essential oil derived from Mikania scandens (L.) Willd. against Anopheles gambiae Giles and their non-toxicity on mosquito predators,,False
KSU_2023_79,KSU,"Techno-functional, antioxidants, microstructural, and sensory characteristics of biscuits as affected by fat replacer using roasted and germinated chickpea (Cicer arietinum L.)",,False
KSU_2023_80,KSU,Structural tailoring via end-capped acceptors of thiophene-based C-shaped non-fullerene compounds with A-π-A backbone for the exploration of photovoltaic response,,False
KSU_2023_81,KSU,"Unlocking the hidden potential: groundwater zone mapping using AHP, remote sensing and GIS techniques",,False
KSU_2023_82,KSU,Lung response to propolis treatment during experimentally induced lung adenocarcinoma,,False
KSU_2023_83,KSU,Effect of green tea (Camellia sinensis L.) as antimicrobial agent on growth performance and ileal histomorphology of broiler chickens,,False
KSU_2023_84,KSU,IgG antibodies mediated gold nanoparticles conjugated to methotrexate as targeted chemotherapy for lung cancer,,False
KSU_2023_85,KSU,Nutritional and functional characterization of date pulp-fortified cookies,,False
KSU_2023_86,KSU,Integrated use of Sentinel-1 and Sentinel-2 data and open-source machine learning algorithms for burnt and unburnt scars,machine learning,True
KSU_2023_87,KSU,"Potential use of cowpea protein hydrolysate as a dietary supplement in broiler chickens: effects on growth, intestinal morphology, muscle lipid profile, and immune status",,False
KSU_2023_88,KSU,Heat treatment and tensile test of 3D-printed parts manufactured at different build orientations,,False
KSU_2023_89,KSU,Race to Top or Race to Bottom Approach: Disaggregated Effect of Fiscal Decentralization and Its Implications for Consumption-Based Carbon Emissions,,False
KSU_2023_90,KSU,Fe and Zn-loaded cotton-sticks biochar and organic amendments improves chickpea production by enhancing ionic uptake and chemical properties of sandy soils,,False
KSU_2023_91,KSU,Classification of hyperspectral images using fusion of CNN and MiniGCN with SVM,,False
KSU_2023_92,KSU,Synthesis of graphene nanocomposites integrated with 3D bimetallic magnesium/cobalt metal-organic framework as anodic material for solid-state asymmetric supercapacitors,,False
KSU_2023_93,KSU,Determination of microplastics in the wetlands of specific regional area and unveiling the toxic properties of predominant HDPE particle on animal and plant models,,False
KSU_2023_94,KSU,"Phytochemical, bactericidal, antioxidant and anti-inflammatory properties of various extracts from Pongamia pinnata and functional groups characterization by FTIR and HPLC analyses",,False
KSU_2023_95,KSU,Fabrication of zirconium ditelluride/graphene oxide nanocomposite array for oxygen evolution and hydrogen evolution reactions,,False
KSU_2023_96,KSU,"Prevalence of Depression and Anxiety Among High School Teachers During the COVID-19 Pandemic in Riyadh, Saudi Arabia",,False
KSU_2023_97,KSU,Coastal Flood risk assessment using ensemble multi-criteria decision-making with machine learning approaches,machine learning,True
KSU_2023_98,KSU,"Recent advances in phytochemistry, pharmaceutical, biomedical, phytoremediation, and bio-preservative applications of Lobularia maritima",,False
KSU_2023_99,KSU,Management of Mandibular Compound Odontoma With Numbness in the Lower Jaw,,False
KSU_2023_100,KSU,In-silico investigations of novel tacrine derivatives potency against Alzheimer's disease,,False
KSU_2023_101,KSU,"Knowledge, Attitude, and Practice of Saudi Medical, Nursing, and Pharmacy Students and Interns Regarding Antidepressant Drugs and Drug-Induced Serotonin Syndrome",,False
KSU_2023_102,KSU,Monte Carlo Simulations Revealing Ground State Characteristics and Magnetic Hysteresis in Perylene-Like Nanostructure,,False
KSU_2023_103,KSU,Freestanding electrodes based on nitrogen-doped carbon nanofibers and zeolitic imidazolate framework-derived ZnO for flexible supercapacitors,,False
KSU_2023_104,KSU,Extraction and determination of trace Pb(II) and Cd(II) from food and water samples using phosphorylated ceramic column,,False
KSU_2023_105,KSU,Unravelling the Untapped Pharmacological Potential of Plant Molecules as Inhibitors of BACE1: In Silico Explorations for Alzheimer's Disease,,False
KSU_2023_106,KSU,A new binder-free ZnS-CuO microsphere: A battery-type electrode material for asymmetric supercapacitor,,False
KSU_2023_107,KSU,"A FinFET-based low-power, stable 8T SRAM cell with high yield",,False
KSU_2023_108,KSU,Mathematical modelling of hydrogen transportation from reservoir tank to hydrogen fuel cell electric vehicle (FCEV) tank,,False
KSU_2023_109,KSU,Nanocages and nanotubes as catalysts for ORR and OER processes,,False
KSU_2023_110,KSU,"Ultrasonic extraction of Moringa oleifera seeds polysaccharides: Optimization, purification, and anti-inflammatory activities",,False
KSU_2023_111,KSU,Magnetic properties of laterally connected super-zethrene chains: Insights from spin-polarized calculations,,False
KSU_2023_112,KSU,Sustainable design and characterization of Aegle marmelos fruit nanomucilage-flaxseed oil nanoemulsion: Shelf-life of coated fresh-cut papaya,,False
KSU_2023_113,KSU,Skin delivery of synthetic benzoyl pterostilbenes suppresses atopic dermatitis-like inflammation through the inhibition of keratinocyte and macrophage activation,,False
KSU_2023_114,KSU,Myricetin Attenuates Ethylene Glycol-Induced Nephrolithiasis in Rats via Mitigating Oxidative Stress and Inflammatory Markers,,False
KSU_2023_115,KSU,Application of computer simulation to model transient vibration responses of GPLs reinforced doubly curved concrete panel under instantaneous heating,machine learning,True
KSU_2023_116,KSU,"Crystal structure of (Z)-3-(4-methoxyphenyl)-4-(5-methyl-1-phenyl-1H-1,2,3-triazol-4-yl)-N-phenylthiazol-2(3H)-imine, C25H21N5OS",,False
KSU_2023_117,KSU,"Crystal structure of (Z)-3-(3-(4-hydroxyphenyl)-2-(phenylimino)-2,3-dihydrothiazol-4-yl)-2H-chromen-2-one, C24H16N2O3S",,False
KSU_2023_118,KSU,Nanoporous carbon@CoFe2O4 nanocomposite as a green absorbent for the adsorptive removal of Hg(ii) from aqueous solutions,,False
KSU_2023_119,KSU,Preventing amyloid-β oligomerization and aggregation with berberine: Investigating the mechanism of action through computational methods,,False
KSU_2023_120,KSU,Development and validation of novel equation for prediction of resting energy expenditure in active Saudi athletes,,False
KSU_2023_121,KSU,Dual docking of some synthesized isoxazolidine derivatives against Cathepsin L and main protease as a novel treatment strategy for COVID-19,,False
KSU_2023_122,KSU,Review article: Advances in the management of lower gastrointestinal bleeding,,False
KSU_2023_123,KSU,The Role of Therapeutic Drug Monitoring in Slow Response Extra-Pulmonary Tuberculosis Treatment: A Case Report,,False
KSU_2023_124,KSU,Scale-Dependent Generalized Thermoelastic Damping in Vibrations of Small-Sized Rectangular Plate Resonators by Considering Three-Dimensional Heat Conduction,,False
KSU_2023_125,KSU,"Acquired isolated factor VII deficiency in a patient with myxoid pleomorphic liposarcoma, case report",,False
KSU_2023_126,KSU,Recent updates in laryngeal hemangioma management: a scoping review,,False
KSU_2023_127,KSU,SNP Analysis of TLR4 Promoter and Its Transcriptional Factor Binding Profile in Relevance to Bovine Subclinical Mastitis,,False
KSU_2023_128,KSU,Construction of sandwich like RGO/BiVO4/ZSM-5 hybrid heterostructure for the enhanced photocatalytic removal of p-chlorophenol,,False
KSU_2023_129,KSU,Eco-Friendly Composite Materials: Enhancing Sustainability with Sugarcane Bagasse Biochar and Polystyrene Resin,,False
KSU_2023_130,KSU,Anticancer potential of Cu4O3 NPs against human ovarian teratocarcinoma: an in-vitro validation,,False
KSU_2023_131,KSU,Dual-Attention Based Multi-Path Approach for Intensifying Stock Market Forecasting,,False
KSU_2023_132,KSU,Study on the Aral Sea crisis from the risk assessment of polycyclic aromatic hydrocarbons and organochlorine pesticides in surface water of Amu Darya river basin in Uzbekistan,,False
KSU_2023_133,KSU,"Biochemical, Toxicological, and in Silico Aspects of Trillium govanianum Wall. ex D.Don (Trilliaceae): A Rich Source of Natural Bioactive Compounds",,False
KSU_2023_134,KSU,Anticancer and antimicrobial potential of zinc/sodium alginate/polyethylene glycol/d-pinitol nanocomposites against osteosarcoma MG-63 cells,,False
KSU_2023_135,KSU,Computer vision-based plants phenotyping: A comprehensive survey,computer vision,True
KSU_2023_136,KSU,Improved eco-friendly CsSn0.5Ge0.5I3 perovskite photovoltaic efficiency beyond 20% with SMe-TATPyr hole-transporting layer,,False
KSU_2023_137,KSU,Synergistic influence of selenium and silicon supplementation prevents the oxidative effects of arsenic stress in wheat,,False
KSU_2023_138,KSU,Individual and Simultaneous Electrochemical Detection of Allura Red and Acid Blue 9 in Food Samples Using a Novel La2YCrO6 Double Perovskite Decorated on HLNTs as an Electrocatalyst,,False
KSU_2023_139,KSU,A comparative study on the effect of deep and shallow cryogenic electrodes on tool wear rate and overcut with waste bio-oil in electric discharge machining,,False
KSU_2023_140,KSU,A decade of progress in rhizoengineering to exploit plant microbiome for salt stress amelioration,,False
KSU_2023_141,KSU,Multi-level Graph Memory Network Cluster Convolutional Recurrent Network for traffic forecasting,neural network,True
KSU_2023_142,KSU,"Awareness Regarding Venous Thromboembolism and Pulmonary Embolism After Pregnancy and Cesarean Section in Female Population in the Aseer Region, Saudi Arabia",,False
KSU_2023_143,KSU,An Intelligent MCGDM Model in Green Suppliers Selection Using Interactional Aggregation Operators for Interval-Valued Pythagorean Fuzzy Soft Sets,,False
KSU_2023_144,KSU,Securing the Industrial Internet of Things against ransomware attacks: A comprehensive analysis of the emerging threat landscape and detection mechanisms,artificial intelligence; internet of things,True
KSU_2023_145,KSU,Is Appendiceal Diverticulitis Mimicking Acute Appendicitis?,,False
KSU_2023_146,KSU,Effects of gamma irradiation on the properties of Ce2S3 thin films,,False
KSU_2023_147,KSU,Development of progesterone electrospun nanofibers to coat Arabin pessaries as a dual preventive and therapeutic approach for preterm labor,,False
KSU_2023_148,KSU,Synthesis and utilization of biomass-derived sulfonated heterogeneous catalyst-BT-SO3H for microalgal biodiesel production,,False
KSU_2023_149,KSU,Plant biomass extracted eco-friendly natural surfactant enhanced bio-electrokinetic remediation of crude oil contaminated soil,,False
KSU_2023_150,KSU,A case study on the environmental and economic impact of photovoltaic systems in wastewater treatment plants,,False
KSU_2023_151,KSU,Comparative evaluation of sublethal doses of different insecticides on the ovipositional behavior of whitefly (Bemisia tabaci) in Brinjal,,False
KSU_2023_152,KSU,Zn-doped Cr2O3 oxides boosted the electrochemical performance of aqueous hybrid supercapacitor,,False
KSU_2023_153,KSU,Probing coumarin solubility and solvation energetics in diverse aqueous-organic solutions across a temperature range: A debut exploration,,False
KSU_2023_154,KSU,"Utility of Cilefa Pink B, a foodstuff dye as a fluoro-substrate in the devising of the first facile green Molecular-mass-Related Fluorescence Sensor for quantifying amlodipine in batched material and dosage forms; content uniformity evaluation",,False
KSU_2023_155,KSU,Sustainable solutions for clean water: Green synthesized Cu-Ag-Bimetallic nanoparticles based nano catalyst,,False
KSU_2023_156,KSU,Tailoring electrochemical and dielectric properties of SrO nanostructures through Cr-doping for energy storage applications,,False
KSU_2023_157,KSU,Taxonomic relevance of stem and leaf anatomy in 10 endemic Fritillaria species from the Mediterranean Region,,False
KSU_2023_158,KSU,"Toxoplasma gondii infection in small ruminants from Khyber Pakhtunkhwa, Pakistan: Seroprevalence, spatial distribution and associated risk factors",,False
KSU_2023_159,KSU,Effects of hydrolysis conditions on the morphology of cellulose II nanocrystals (CNC-II) derived from mercerized microcrystalline cellulose,,False
KSU_2023_160,KSU,"Statistical investigations and morphological aspects of cross-rheological material suspended in transportation of alumina, silica, titanium, and ethylene glycol via the Galerkin algorithm",,False
KSU_2023_161,KSU,Diagnostic accuracy of radiographers' red dot usage in the emergency department,,False
KSU_2023_162,KSU,"Enhancing photosynthesis and root development for better fruit quality, aroma, and lessening of radioactive materials in key lime (Citrus aurantifolia) using Trichoderma harzianum and Bacillus thuringiensis",,False
KSU_2023_163,KSU,Concurrent existence of magneto-electric coupling and electro-optic Kerr effect in perovskite-based ternary composites for energy reservoirs,,False
KSU_2023_164,KSU,A novel synchronized data-driven composite scheme to enhance photovoltaic (pv) integrated power system grid stability,,False
KSU_2023_165,KSU,"Taxonomic novelty in Sichuan Province, China: Veronaea polyconidia sp. nov. (Herpotrichiellaceae), a new addition to hyphomycetous fungi",,False
KSU_2023_166,KSU,Selection of ripeness stages for hot-air drying of peaches based on drying characteristics and physicochemical properties,,False
KSU_2023_167,KSU,Microalgae (Chlorella vulgaris) attenuates aflatoxin-associated renal injury,,False
KSU_2023_168,KSU,"An aimed review of current advances, challenges, and future perspectives of TiO2-based S-scheme heterojunction photocatalysts",,False
KSU_2023_169,KSU,The MiniMed 780G automated insulin delivery system adapts to substantial changes in daily routine: Lessons from real world users during Ramadan,,False
KSU_2023_170,KSU,Molecular role of non-exonic variants in CALPAIN 10 gene in polycystic ovarian syndrome in Saudi women,,False
KSU_2023_171,KSU,Liraglutide attenuates obese-associated breast cancer cell proliferation via inhibiting PI3K/Akt/mTOR signaling pathway,,False
KSU_2023_172,KSU,Morphea Involving the Lips and Gingiva: A Rare Case Report,,False
KSU_2023_173,KSU,Drug Desensitization Update: Key Concepts and Mechanisms,,False
KSU_2023_174,KSU,Parents' Knowledge and Perception Toward Short Stature in Saudi Arabia,,False
KSU_2023_175,KSU,Utilization of Deoxycholic Acid Terminated L-cysteine Modified Mesoporous Silica Nanoparticles as a Nanoadsorbent for Removing Rhodamine B from Contaminated Water: Adsorption Equilibrium and Kinetic Studies,,False
KSU_2023_176,KSU,Experimental evidence on the sustainability of crystallographic and chiral symmetry of L-alanine under dynamic shocked conditions,,False
KSU_2023_177,KSU,Physiochemical and mechanical characterisation of orthodontic 3D printed aligner material made of shape memory polymers (4D aligner material),,False
KSU_2023_178,KSU,Magnetohydrodynamics and viscosity variation in couple stress squeeze film lubrication between rough flat and curved circular plates,,False
KSU_2023_179,KSU,"One-pot synthesis of epoxy resin composite: thermal, rheological and Monte Carlo investigations",,False
KSU_2023_180,KSU,Integrated application of metal tolerant P. fluorescens and press mud for conferring heavy metal tolerance to aloe vera (Aloe barbadensis),,False
KSU_2023_181,KSU,In Situ Fabrication and Characterization of g-C3N4 onto Cellulose Nanofibers and Selective Separation of Heavy Metal Ions,,False
KSU_2023_182,KSU,"Insight into the dynamics of heat and mass transfer in nanofluid flow with linear/nonlinear mixed convection, thermal radiation, and activation energy effects over the rotating disk",,False
KSU_2023_183,KSU,"Bi-allelic variants in CEP295 cause Seckel-like syndrome presenting with primary microcephaly, developmental delay, intellectual disability, short stature, craniofacial and digital abnormalities",,False
KSU_2023_184,KSU,"Fabrication, microstructures and optical reflectivity of TiAlN/NiCr composite coating",,False
KSU_2023_185,KSU,Prediction of rock loading stages using average infrared radiation temperature under shear and uniaxial loading,neural networks,True
KSU_2023_186,KSU,"Isolation, identification, and characterization of resistant bacteria to antibiotics from pharmaceutical effluent and study of their antibiotic resistance",,False
KSU_2023_187,KSU,Fungemia Due to Saprochaete capitata in a NonNeutropenic Critically Ill Patient,,False
KSU_2023_188,KSU,Unraveling Quantum Mysteries: Probing the Interplay of CdS Quantum Dots and g-C3N4 Nanosheets for Enhanced Photo/Electrocatalytic Hydrogen Evolution,,False
KSU_2023_189,KSU,Identification of Eimeria acervulina (Apicomplexa: Eimeriidae) infecting the broiler chicken Gallus gallus domesticus through morphology and molecular analyses,,False
KSU_2023_190,KSU,Heat shock proteins capped biocompatible silver nanoparticles and their notable organic waste pollutants removal efficacy,,False
KSU_2023_191,KSU,"An Eastern Europe and Middle East multinational expert Delphi consensus study on the prevention, diagnosis, and treatment of developmental dysplasia of the hip before walking age",,False
KSU_2023_192,KSU,"Exergy assessment of infrared assisted air impingement dryer using response surface methodology, Back Propagation-Artificial Neural Network, and multi-objective genetic algorithm",neural network,True
KSU_2023_193,KSU,"Lithospheric delamination as the driving mechanism of intermediate-depth seismicity in the Bucaramanga Nest, Colombia",,False
KSU_2023_194,KSU,"Self-supported 3D coral-like copper/poly diphenylamine on nickel foam: multifunctional exploration of overall electrochemical water splitting, alcohol oxidation reaction and supercapacitor applications",,False
KSU_2023_195,KSU,Nano-BN/Nano-TiO2 and micro Mg(OH)2 loaded hybrid ethylene propylene diene monomer elastomer composites for outdoor high-voltage insulation application,,False
KSU_2023_196,KSU,Identification of novel inhibitors against VP40 protein of Marburg virus by integrating molecular modeling and dynamics approaches,,False
KSU_2023_197,KSU,A band gap engineering for the modification in electrical properties of Fe3O4 by Cu2+ doping for electronic and optoelectronic devices applications,,False
KSU_2023_198,KSU,Eye diseases detection using deep learning with BAM attention module,deep learning,True
KSU_2023_199,KSU,Glucagon-Like Peptide-1 (GLP-1) during Ramadan: Narrative Review of the Published Literature,,False
KSU_2023_200,KSU,"Antibacterial efficacy of NanoCare, Fullerene (C60) activated by UV light, and Morinda Oleifera against S.Mutans and bond integrity of composite resin to caries affected dentin",,False
KSU_2023_201,KSU,Synchronous carotid endarterectomy and coronary artery bypass graft: Four case reports,,False
KSU_2023_202,KSU,Experimental investigation of the thermal efficiency of a new cavity receiver design for concentrator solar technology,,False
KSU_2023_203,KSU,Relationship between annual soil erosion and surface runoff in Wadi Hanifa sub-basins,,False
KSU_2023_204,KSU,Synergistic Swarm Optimization Algorithm,,False
KSU_2023_205,KSU,Comparison of polyphenols in Goji (Lycium barbarum L.) leaves at different leaf positions under different extraction methods,,False
KSU_2023_206,KSU,Multiomics was used to clarify the mechanism by which air pollutants affect chronic obstructive pulmonary disease: A human cohort study,,False
KSU_2023_207,KSU,Characterization and Antibacterial Potential of Iron Oxide Nanoparticles in Eradicating Uropathogenic E. coli,,False
KSU_2023_208,KSU,Carbonylbis(hydrazine-1-carbothioamide) derivatives as a new class of α-glucosidase inhibitors and their mechanistic insights via molecular docking and dynamic simulations,,False
