Publication Year,Month,Category,college,Research field ,Title,Source Title
2025,January,WOS,College of pharmacy,Health-related / Medical,Wealth-based inequalities in tuberculosis prevalence among households having children and young adults in India: insights from Indian demographic and health surveys (2015-2021),BMC INFECTIOUS DISEASES
2025,January,WOS,College of Medicine,Health-related / Medical,Effects of Teprotumumab on Eyelid Retraction in Thyroid Eye Disease,OPHTHALMIC PLASTIC AND RECONSTRUCTIVE SURGERY
2025,January,WOS,College of Medicine,Health-related / Medical,N-acetylcysteine as a promising treatment for COVID-19: A comprehensive meta-analysis of systemic manifestations and clinical outcomes,ITALIAN JOURNAL OF FOOD SCIENCE
2025,January,WOS,College of Medicine,Health-related / Medical,Oxytocin ameliorates lipopolysaccharide-induced acute orchitis model: interplay of oxidative stress and inflammatory pathways,FRONTIERS IN PHARMACOLOGY
2025,January,WOS,College of Science,Scientific,A comparative study of numerical methods for singularly perturbed boundary value problems,JOURNAL OF MATHEMATICS AND COMPUTER SCIENCE-JMCS
2025,January,WOS,College of Science,Scientific,A new probabilistic model with properties and Monte Carlo simulation: Its explorations in dance education and music engineering,ALEXANDRIA ENGINEERING JOURNAL
2025,January,WOS,College of Science,Scientific,A Novel and Efficient Iterative Approach to Approximating Solutions of Fractional Differential Equations,MATHEMATICS
2025,January,WOS,College of Science,Scientific,A novel DyCoO3@rGO nanocomposite electrode material for hybrid supercapacitor devices,JOURNAL OF ALLOYS AND COMPOUNDS
2025,January,WOS,College of Science,Scientific,A promising high-sensitive 1D photonic crystal magnetic field sensor based on the coupling of Fano\Tamm resonance in far IR region,SCIENTIFIC REPORTS
2025,January,WOS,College of Science,Scientific,A pyrene-based hydrogen-bonded framework with excimer induced ratiometric emission for discriminative luminescence detection of metal ions,MICROPOROUS AND MESOPOROUS MATERIALS
2025,January,WOS,College of Science,Scientific,A sustainable exploitation of high-protein feather waste for production of cold-adapted keratinase by Penicillium lanosocoeruleum KSA-55,ELECTRONIC JOURNAL OF BIOTECHNOLOGY
2025,January,WOS,College of Science,Scientific,Alien Euphorbia hirta L. Induces Soil Sickness and Reduces Cover and Diversity of Native Species,JOURNAL OF SOIL SCIENCE AND PLANT NUTRITION
2025,January,WOS,College of Science,Scientific,Anew asymmetrical probability model: Its empirical exploration using the price quotations of the ceramic products,ALEXANDRIA ENGINEERING JOURNAL
2025,January,WOS,College of Science,Scientific,Antibacterial and self-cleaning cellulosic fabrics mediated by ecofriendly synthesized selenium and titania nanoparticles,CELLULOSE
2025,January,WOS,College of Science,Scientific,"Antimicrobial dynamics and DNA nicking within 1,3-propanediaminium dibromide and dichloride supramolecular frameworks: The critical role of strong hydrogen bonding and subtle molecular interactions",JOURNAL OF MOLECULAR STRUCTURE
2025,January,WOS,College of Science,Scientific,Antioxidant and lipoxygenase inhibitory properties of a novel flavonoid from Pistacia chinensis Bunge and its molecular docking analysis,TRADITIONAL MEDICINE RESEARCH
2025,January,WOS,College of Science,Scientific,Are irbesartan and losartan ecotoxic for free-living marine nematodes? Response elements from taxonomic and functional features,REGIONAL STUDIES IN MARINE SCIENCE
2025,January,WOS,College of Science,Scientific,Artificial neural network validation of MHD natural bioconvection in a square enclosure: entropic analysis and optimization,ACTA MECHANICA SINICA
2025,January,WOS,College of Science,Scientific,Assessing the effects of homofermentative Lactiplantibacillus plantarum K25 and heterofermentative Limosilactobacillus fermentum 13-1 on the flavor and functional characteristics of fermented milk analyzed by metabolomics approach,ITALIAN JOURNAL OF FOOD SCIENCE
2025,January,WOS,College of Science,Scientific,Biosensing of Lactic Acid Enantiomers in Beverages: A Review,IEEE SENSORS JOURNAL
2025,January,WOS,College of Science,Scientific,Bismuth niobium oxide (BiNbO4) coated on rGO nanocomposite formation for the application of the supercapacitor,MATERIALS SCIENCE AND ENGINEERING B-ADVANCED FUNCTIONAL SOLID-STATE MATERIALS
2025,January,WOS,College of Science,Scientific,Boundedness on variable exponent Morrey-Herz space for fractional multilinear Hardy operators,AIMS MATHEMATICS
2025,January,WOS,College of Science,Scientific,"Broad-spectrum bioactivities of a sulfated heteropolysaccharide from Bacillus tequilensis MYG163: antioxidant, anti-Inflammatory, anticancer, antimicrobial, and antibiofilm properties",JOURNAL OF TAIBAH UNIVERSITY FOR SCIENCE
2025,January,WOS,College of Science,Scientific,"Characterization of a new pyran derivative: Synthesis, structure, and DFT analysis",JOURNAL OF MOLECULAR STRUCTURE
2025,January,WOS,College of Science,Scientific,"Chemical preparation, thermal behavior, magnetic properties and biological activities of a new manganese chloride templated by piperazine (C4H12N2)[MnCl4(H2O)2]",INORGANICA CHIMICA ACTA
2025,January,WOS,College of Science,Scientific,"Combating Mercury Stress in Spinach (Spinacia oleracea L.) with Zinc Oxide and Providencia Vermicola, Assessing Changes in Defense Mechanism and Organic Acid Exudation Patterns",JOURNAL OF SOIL SCIENCE AND PLANT NUTRITION
2025,January,WOS,College of Science,Scientific,Comprehensive investigation of the mechanical performance and evaluate the environmental impact of epoxy and polyester polymer concrete,CASE STUDIES IN CONSTRUCTION MATERIALS
2025,January,WOS,College of Science,Scientific,Detection of malicious URLs using Temporal Convolutional Network and Multi-Head Self-Attention mechanism,APPLIED SOFT COMPUTING
2025,January,WOS,College of Science,Scientific,"Dielectric, optical properties, γ-ray/neutron shielding capacity of bismo-borate glasses reinforced with CeO2",APPLIED PHYSICS A-MATERIALS SCIENCE & PROCESSING
2025,January,WOS,College of Science,Scientific,"Dietary purslane (Portulaca oleracea L.) leaf powder maintains growth and intestinal health in Oreochromis niloticus under chronic water-borne cadmium exposure by strengthening the gut barriers, modulating the intestinal nutrient transporters, and relieving oxidative stress",FISH PHYSIOLOGY AND BIOCHEMISTRY
2025,January,WOS,College of Science,Scientific,"Dietary supplementation with fermented prebiotics and probiotics can increase growth, immunity, and histological alterations in Pacific whiteleg shrimp (Litopenaeus vannamei) challenged with Vibrio parahaemolyticus",AQUACULTURE INTERNATIONAL
2025,January,WOS,College of Science,Scientific,Dissipative disorder analysis of Homann flow of Walters B fluid with the applications of solar thermal energy absorption aspects,APPLIED WATER SCIENCE
2025,January,WOS,College of Science,Scientific,DSIA U-Net: deep shallow interaction with attention mechanism UNet for remote sensing satellite images,SCIENTIFIC REPORTS
2025,January,WOS,College of Science,Scientific,Dynamic squeezing flow analysis of transient aluminium alloy nanomaterials under variable magnetism and exponential heat source between two parallel plates,MULTISCALE AND MULTIDISCIPLINARY MODELING EXPERIMENTS AND DESIGN
2025,January,WOS,College of Science,Scientific,Effect of Optical Properties on Ag/MWCNTs Nanostructured Materials Prepared by Laser Physical Method for the Removal of Methylene Orange dye: Kinetic and Isotherm Studies,JOURNAL OF INORGANIC AND ORGANOMETALLIC POLYMERS AND MATERIALS
2025,January,WOS,College of Science,Scientific,Effect of the optical bandgap energy and charge transfer resistance (Rct) on the catalytic behaviour of CNTs based catalyst for photocatalytic applications,EMERGENT MATERIALS
2025,January,WOS,College of Science,Scientific,Effects of Charge on Perfect Fluid Stellar Structure and Moment of Inertia in f(R) Gravity,INTERNATIONAL JOURNAL OF THEORETICAL PHYSICS
2025,January,WOS,College of Science,Scientific,Electrochemical and corrosion protection performance of Sr-HaP/PoPD coated LN stainless steel,JOURNAL OF THE TAIWAN INSTITUTE OF CHEMICAL ENGINEERS
2025,January,WOS,College of Science,Scientific,"Elucidating the effect of different divalent metals (Mn, Co, Cu, and Zn) on optical, photocatalytic degradation, reusability and ionizing radiation attenuation properties of lanthanum ferrite nanoparticles",RADIATION PHYSICS AND CHEMISTRY
2025,January,WOS,College of Science,Scientific,Enhanced efficiency of the electrode by doping of neodymium on SmFeO3 for the application of supercapacitor,INORGANIC CHEMISTRY COMMUNICATIONS
2025,January,WOS,College of Science,Scientific,"Enhanced Linear, Nonlinear Optical, and Modulus Dielectric Properties of Fluorescein Sodium Salt Dye Embedded Within Epoxy Resin Composite Materials for Renewable Energy Applications",BRAZILIAN JOURNAL OF PHYSICS
2025,January,WOS,College of Science,Scientific,"Enhanced radiation shielding via incorporating europium oxide in 316L stainless steel: Synthesis, physical, microstructural, shielding, and mechanical properties",JOURNAL OF MATERIALS RESEARCH AND TECHNOLOGY-JMR&T
2025,January,WOS,College of Science,Scientific,Enhancing soybean germination and vigor under water stress: the efficacy of bio-priming with sodium carboxymethyl cellulose and gum arabic,FRONTIERS IN PLANT SCIENCE
2025,January,WOS,College of Science,Scientific,Evaluation of the electrical behavior of tungsten trioxide and cobalt oxide nanoparticles filled poly (ε-caprolactone) composite for optoelectronic devices,MATERIALS CHEMISTRY AND PHYSICS
2025,January,WOS,College of Science,Scientific,EVALUATION OF THERMAL AND MECHANICAL PROPERTIES OF ZnSO4-B2O3-P2O5-Ho2O3 GLASS- CERAMICS,QUIMICA NOVA
2025,January,WOS,College of Science,Scientific,Exact stream function solutions for two-dimensional incompressible couple stress fluid flow,ZAMM-ZEITSCHRIFT FUR ANGEWANDTE MATHEMATIK UND MECHANIK
2025,January,WOS,College of Science,Scientific,Exploring fractional Advection-Dispersion equations with computational methods: Caputo operator and Mohand techniques,AIMS MATHEMATICS
2025,January,WOS,College of Science,Scientific,Exploring the electrochemical potential of MoLa2O4/rGO/Co-MOF nanocomposites in energy storage and monosodium glutamate detection,FUEL
2025,January,WOS,College of Science,Scientific,Exploring the gamma-ray shielding performance of boron-rich high entropy alloys,RADIATION PHYSICS AND CHEMISTRY
2025,January,WOS,College of Science,Scientific,"Extended new Painlevé integrable KdV-CBS equation: multiple shocks, lump, breathers, and other physical wave solutions",PHYSICA SCRIPTA
2025,January,WOS,College of Science,Scientific,"Fabrication and characterization of geopolymer-Y2O3 composites: Microstructure, charged particles and neutron shielding properties",RADIATION PHYSICS AND CHEMISTRY
2025,January,WOS,College of Science,Scientific,"Fabrication, optical behavior and structural characteristics of the poly (4-chloroaniline)/silver nanoparticles materials for optical devices",INTERNATIONAL JOURNAL OF POLYMER ANALYSIS AND CHARACTERIZATION
2025,January,WOS,College of Science,Scientific,"Fe2O3/polypyrrole/peanut husk composite for the adsorptive removal of basic blue 41 from the aqueous medium: Kinetics, equilibrium modeling and thermodynamic studies",JOURNAL OF THE INDIAN CHEMICAL SOCIETY
2025,January,WOS,College of Science,Scientific,Fractional q-Deformed Model: Analysis via Singular and Non-Singular Kernels,JOURNAL OF VIBRATION ENGINEERING & TECHNOLOGIES
2025,January,WOS,College of Science,Scientific,Functional profiling of abundant glycosyltransferases in the rhizospheric bacteriome of Abutilon fruticosum,RHIZOSPHERE
2025,January,WOS,College of Science,Scientific,Gamma attenuation and radiation shielding properties of lead silicate glasses containing antimony and alumina oxides,EUROPEAN PHYSICAL JOURNAL PLUS
2025,January,WOS,College of Science,Scientific,"Gamma attenuation, buildup factors, and radiation shielding performance of CaO-borosilicate glasses",JOURNAL OF RADIATION RESEARCH AND APPLIED SCIENCES
2025,January,WOS,College of Science,Scientific,Genetic associations determine the effects of intergenerational and transgenerational stress memory for salinity exposure histories in barley,PLANT CELL REPORTS
2025,January,WOS,College of Science,Scientific,Genetic Insights into Intergenerational Stress Memory and Salt Tolerance Mediated by Antioxidant Responses in Wheat,JOURNAL OF SOIL SCIENCE AND PLANT NUTRITION
2025,January,WOS,College of Science,Scientific,"Harnessing Fe2O3 to improve HAP composites: Investigating radiation shielding, mechanical attributes, and magnetic field effects",RADIATION PHYSICS AND CHEMISTRY
2025,January,WOS,College of Science,Scientific,"Heat Re-process approach and thermally integrated renewable energy system for power, compressed hydrogen, and freshwater production; ANN boosted optimization and techno-enviro-economic analysis",CASE STUDIES IN THERMAL ENGINEERING
2025,January,WOS,College of Science,Scientific,Heat transfer augmentation of Jeffery-Hamel hybrid nanofluid in a stretching convergent/divergent channel through porous medium,AIMS MATHEMATICS
2025,January,WOS,College of Science,Scientific,High sensitive room temperature NH3 gas sensing properties of Bi-doped In2O3 thin films coated by nebulizer spray pyrolysis method,SURFACES AND INTERFACES
2025,January,WOS,College of Science,Scientific,Improved gas sensing capabilities of ZnO:Er nanoparticles synthesized via co-precipitation method,JOURNAL OF SOL-GEL SCIENCE AND TECHNOLOGY
2025,January,WOS,College of Science,Scientific,Improving efficiency of germanium-based perovskite solar cells with graphene interface layer: A strategy to minimize charge recombination,JOURNAL OF PHYSICS AND CHEMISTRY OF SOLIDS
2025,January,WOS,College of Science,Scientific,"In-Depth Chemical Profile by GC-MS, ICP-OES and HPLC-DAD, and InVitro Antioxidant Properties of Lavandula multifida",FOOD ANALYTICAL METHODS
2025,January,WOS,College of Science,Scientific,Influence of titanium and gold platelet morphology on heat transfer in biomagnetic third-grade hybrid nanofluid flow through a vertical channel,CASE STUDIES IN THERMAL ENGINEERING
2025,January,WOS,College of Science,Scientific,Inhibitory Mechanisms of β-Glucuronidase by Hibiscus syriacus Phenolics: Integrating Computational and Experimental Approaches,CHEMISTRYSELECT
2025,January,WOS,College of Science,Scientific,"Innovative Multi-Criteria Group Decision Making with Interval-Valued p, q, r-Spherical Fuzzy Sets: A Case Study on Optimal Solar Energy Investment Location",INTERNATIONAL JOURNAL OF FUZZY SYSTEMS
2025,January,WOS,College of Science,Scientific,Investigating the efficacy of naphthalene-thiazole hybrid hydrazones as α-glucosidase inhibitors,JOURNAL OF MOLECULAR STRUCTURE
2025,January,WOS,College of Science,Scientific,Investigating the properties of CaAl2O4/rGO nanohybrid as an effective electrocatalyst for OER,DIAMOND AND RELATED MATERIALS
2025,January,WOS,College of Science,Scientific,Investigation of LaNiO3 decorated over rGO composite for improved electrocapacitive performance,MATERIALS SCIENCE IN SEMICONDUCTOR PROCESSING
2025,January,WOS,College of Science,Scientific,Investigation of Nonlinear Cylindrical Electrostatic Excitations in Dense Quantum Astrophysical Plasmas,BRAZILIAN JOURNAL OF PHYSICS
2025,January,WOS,College of Science,Scientific,Investigation of radiation shielding properties in BaO-PbO2-B2O3-Y2O3 under Eu-152 radiation,RADIATION PHYSICS AND CHEMISTRY
2025,January,WOS,College of Science,Scientific,"Investigation of structural, magnetic, and dielectric properties of BaFe12O19/Pr1-xSrxCoyMn1-yO3 composites; an emerging aspirant for high frequency applications",PHYSICA SCRIPTA
2025,January,WOS,College of Science,Scientific,"Iron oxide nanoparticles and light intensity modulate biomass, antioxidant capacity and anti-leishmanial activity in callus cultures of Artemisia scoparia",PLANT CELL TISSUE AND ORGAN CULTURE
2025,January,WOS,College of Science,Scientific,"Linear and non-linear optical properties of (Ge1S2)100-x(As2Te3)x (0 ≤x ≤100) films (vol 149,114972,2024)",OPTICAL MATERIALS
2025,January,WOS,College of Science,Scientific,Magnetic and dielectric studies of the La0.8Na0.2Mn0.97Fe0.03O3 sol-gel compound,EUROPEAN PHYSICAL JOURNAL B
2025,January,WOS,College of Science,Scientific,"Magneto-Optoelectronic Investigation of Rare Earth-Based Ba2Dy(Ta,Bi)O6 Double Perovskites",PHYSICA STATUS SOLIDI B-BASIC SOLID STATE PHYSICS
2025,January,WOS,College of Science,Scientific,"Mapping structural, electronic and optoelectronics features in Na2TlSbY6 (Y = Cl,Br): Implications for next-generation photovoltaics",POLYHEDRON
2025,January,WOS,College of Science,Scientific,MathVision: An Accessible Intelligent Agent for Visually Impaired People to Understand Mathematical Equations,IEEE ACCESS
2025,January,WOS,College of Science,Scientific,Nanofibers based on MEH-PPV-P3HT: Elaboration and characterization,POLYMER ENGINEERING AND SCIENCE
2025,January,WOS,College of Science,Scientific,Novel Approximations to the Third- and Fifth-Order Fractional KdV-Type Equations and Modeling Nonlinear Structures in Plasmas and Fluids,BRAZILIAN JOURNAL OF PHYSICS
2025,January,WOS,College of Science,Scientific,Numerical solution of seventh order KdV equations via quintic B-splines collocation method,ALEXANDRIA ENGINEERING JOURNAL
2025,January,WOS,College of Science,Scientific,On the numerical solution of second order delay differential equations via a novel approach,JOURNAL OF MATHEMATICS AND COMPUTER SCIENCE-JMCS
2025,January,WOS,College of Science,Scientific,On the Oblique Propagation of Large Amplitude Dust-Acoustic Solitary Waves in Anisotropic Polarized Magnetoplasma,BRAZILIAN JOURNAL OF PHYSICS
2025,January,WOS,College of Science,Scientific,"On the Solitons, Shocks, and Periodic Wave Solutions to the Fractional Quintic Benney-Lin Equation for Liquid Film Dynamics",MATHEMATICAL METHODS IN THE APPLIED SCIENCES
2025,January,WOS,College of Science,Scientific,"Optical spectroscopy reveals the facile creation of a cut-off laser power attenuation utilizing nanocrystalline Octaethyl-21H,23H-porphine nickel (II) films",OPTICS AND LASER TECHNOLOGY
2025,January,WOS,College of Science,Scientific,Phase transitions and instabilities in microorganism-infused Cross liquid: a numerical study,MULTISCALE AND MULTIDISCIPLINARY MODELING EXPERIMENTS AND DESIGN
2025,January,WOS,College of Science,Scientific,Physical and Gamma-Ray Shielding Characteristics of Borophosphate Glasses Reinforced with Sb2O3: Simulation and Theoretical Approach,JOURNAL OF MATERIALS ENGINEERING AND PERFORMANCE
2025,January,WOS,College of Science,Scientific,"Physical, chemical and radiation shielding properties of metakaolin-based geopolymers containing borosilicate waste glass (vol 224, 112075, 2024)",RADIATION PHYSICS AND CHEMISTRY
2025,January,WOS,College of Science,Scientific,"Physical, thermal properties, FTIR and Raman spectroscopies as well as γ-ray attenuation capacity of borate glasses doped with Mn2+ ions: Role of CaO/Al2O3 substitution",OPTICAL MATERIALS
2025,January,WOS,College of Science,Scientific,Probabilistic Entropy and Other Uncertainty Principles for the Multi-dimensional Special Affine Fourier Transform,CIRCUITS SYSTEMS AND SIGNAL PROCESSING
2025,January,WOS,College of Science,Scientific,"Pumpkin seed oil-loaded chitosan nanoparticles enhance growth, digestive enzymes, and immune response in whiteleg shrimp ( Litopenaeus vannamei): Impacts on histopathology and survival against Vibrio parahaemolyticus",AQUACULTURE REPORTS
2025,January,WOS,College of Science,Scientific,Quantitative analysis of quaternary mixtures in topical creams using cutting-edge HPLC technique: environmental impact and sigma methodology,GREEN CHEMISTRY LETTERS AND REVIEWS
2025,January,WOS,College of Science,Scientific,"Radiation attenuation, dose rate and buildup factors of gallium silicate glass system for nuclear shielding applications",RADIATION PHYSICS AND CHEMISTRY
2025,January,WOS,College of Science,Scientific,"Recent advances, synthesis, modifications and photogenerated carrier dynamics of g-C3N4 for photocatalytic water splitting",INTERNATIONAL JOURNAL OF HYDROGEN ENERGY
2025,January,WOS,College of Science,Scientific,Reliability analysis of new jointly Type-II hybrid NH censored data and its modeling for three engineering cases,ALEXANDRIA ENGINEERING JOURNAL
2025,January,WOS,College of Science,Scientific,RETRACTION: Iron-iridium metal organic framework/nitrogen doped MXene/graphene quantum dots: A leading composite for electrolytic energy storage and hydrogen evolution reaction [Diamond Relat. Mater. 149 (2024) 111653],DIAMOND AND RELATED MATERIALS
2025,January,WOS,College of Science,Scientific,RETRACTION: Recent Advancements in Boron Carbon Nitride (BNC) Nanoscale Materials for Efficient Supercapacitor Performances,PROGRESS IN MATERIALS SCIENCE
2025,January,WOS,College of Science,Scientific,"Roughness of (α, β)-bipolar fuzzy ideals in semigroups",COMPUTATIONAL & APPLIED MATHEMATICS
2025,January,WOS,College of Science,Scientific,Roughness of fuzzy sets by binary relations induced from soft relations with application in decision making,PHYSICA SCRIPTA
2025,January,WOS,College of Science,Scientific,S-allele typing in indigenous hybrid apple cultivars presenting an approach for pollination management and breeding enhancement,PLANT BIOTECHNOLOGY REPORTS
2025,January,WOS,College of Science,Scientific,Scalable fabrication of FeSnO3/gCN (FSO/gCN) nanohybrid: Effective electrocatalyst for oxygen evolution reaction in basic medium,DIAMOND AND RELATED MATERIALS
2025,January,WOS,College of Science,Scientific,Si-N doped eucalyptus biochar supported TiO2-ZnO (Si-N@EBC/ 3TiZn) as novel solar light responsive photocatalyst for enhanced degradation of cationic dye in aqueous solution,WATER RESOURCES AND INDUSTRY
2025,January,WOS,College of Science,Scientific,"Some properties and difference equations for the (q,h)- Frobenius-Genocchi polynomials",JOURNAL OF MATHEMATICS AND COMPUTER SCIENCE-JMCS
2025,January,WOS,College of Science,Scientific,Structural Insights and Drug Repurposing of FDA-Approved Molecules against Human Agmatinase in Cancer Therapy,JOURNAL OF COMPUTATIONAL BIOPHYSICS AND CHEMISTRY
2025,January,WOS,College of Science,Scientific,Study of COVID-19 cases with real data analysis,ALEXANDRIA ENGINEERING JOURNAL
2025,January,WOS,College of Science,Scientific,"Sustainable Microbial Strategies for Enhancing Soil Fertility and Wheat (Triticum aestivum L.) Production (DEC, 10.1007/s42729-024-02147-4, 2024)",JOURNAL OF SOIL SCIENCE AND PLANT NUTRITION
2025,January,WOS,College of Science,Scientific,Synergistic Effect of Sugarcane Bagasse and Zinc Oxide Nanoparticles on Eco-Remediation of Cadmium-Contaminated Saline Soils in Wheat Cultivation,PLANTS-BASEL
2025,January,WOS,College of Science,Scientific,"Synthesis and cyclic voltammetric studies of azo dye compounds derived from 1,5-dihydroxynaphthalene and their application as corrosion inhibitors for carbon steel in hydrochloric acid solution",INTERNATIONAL JOURNAL OF ELECTROCHEMICAL SCIENCE
2025,January,WOS,College of Science,Scientific,"Synthesis, characterization and antimicrobial activity of Ferrocene based bimetallic Zn (II) complexes with mixed-ligands containing 2, 2-bipyridyl and 1, 10-phenanthroline",JOURNAL OF ORGANOMETALLIC CHEMISTRY
2025,January,WOS,College of Science,Scientific,Tailoring MoS2 nanoflakes over MXenes nanobelts for efficient ammonia detection at room temperature,JOURNAL OF ALLOYS AND COMPOUNDS
2025,January,WOS,College of Science,Scientific,"Tailoring the structural, physical, opto-electrical characteristics, neutron and γ-ray attenuation competence of BaO/CeO2 bismo-borate glasses",JOURNAL OF THE AUSTRALIAN CERAMIC SOCIETY
2025,January,WOS,College of Science,Scientific,Temperature and pH dual dependent conformational transition of polyacrylic acid modified by dehydroabietic alcohol,ADVANCED COMPOSITES AND HYBRID MATERIALS
2025,January,WOS,College of Science,Scientific,"The effects of nano-selenium and/or vitamin C on the growth performance, blood health, organ histology, molecular alterations, and disease resistance of Nile tilapia (Oreochromis niloticus) against Saprolegnia ferax",AQUACULTURE INTERNATIONAL
