research_id,university,title,authors,publication_year,publication_date,abstract,research_field,tech_category,journal,doi,url,source,publication_period,title_length
PNU-819,PNU,encounter glaucoma decision aid trial,Wissame Chafai; Kaoutar Haddioui; Hana Serghini-Caid; Hicham Labazi; Mashail AlZain; Omar Noman; Mohammad Parvez; Mohamed Addi; Ahmed Khalid,2023,2023-08-29,"<jats:p>Arbuscular mycorrhizal fungi (AMF) have emerged as a promising and environmentally friendly solution for sustainable agriculture, offering a reduction in dependence on chemical inputs. The objective of this greenhouse experiment was to assess the efficacy of a natural endomycorrhizal inoculum obtained from leek root fragments, which acted as a trap plant to capture indigenous fungal spores present in the soil of the Guercif region in Morocco. The investigation aimed to comprehensively evaluate the influence of this inoculum on various parameters related to tomato plant growth, yield, and sensory quality. Additionally, different levels of chemical fertilizers, equivalent to 50%, 75%, and 100% of the recommended dosage, were administered in combination with or without the inoculum. The findings elucidated significant advantages associated with mycorrhizal inoculation. The plants subjected to inoculation exhibited increased plant height, augmented leaf and root dry weights, and improved nutrient uptake compared to the control group. Notably, tomato plants treated with 75% of the recommended chemical fertilizer dosage yielded the highest crop production, with no statistically significant difference observed when compared to those receiving the full dosage (100%). Intriguingly, tomato plants grown in substrates receiving 50% chemical fertilizers demonstrated the highest levels of mycorrhization, exhibiting a frequency (F) of 100% and an intensity (M) of 63%. Importantly, the combination of inoculation with a reduced dose of NPK fertilizer (50% of the recommended amount) resulted in significantly elevated concentrations of calcium (Ca), potassium (K), iron (Fe), zinc (Zn), and phosphorus (P) in the plants, attributable to the heightened mycorrhizal colonization of the roots. In terms of fruit characteristics, no significant variations were detected in pH and electrical conductivity (EC) among the treatment groups. However, the inoculated plants exhibited a notable increase in the Brix index, an indicator of sweetness, compared to the control group across all fertilizer doses. Furthermore, inoculation positively influenced the levels of total carotenoids in the fruits. Remarkably, the values of these compounds in the inoculated plants subjected to 50% of the recommended fertilizer dosage surpassed those recorded in the non-inoculated plants receiving the full dosage.</jats:p>",scientific,,Horticulturae,10.3390/horticulturae9090973,https://doi.org/10.3390/horticulturae9090973,PNU Open Data,2023,37
PNU-822,PNU,designing the architecture of a convolutional neural network automatically for diabetic retinopathy diagnosis,Aned Al Mutairi; Amal S. Hassan; Shokrya S. Alshqaq; Rehab Alsultan; Ahmed M. Gemeay; Said G. Nassr; Mohammed Elgarhy,2023,2023-09-01,"<jats:p>This work uses the inverse-power transformation to create the inverse power Ramos–Louzada distribution (IPRLD), a novel two-parameter version of the Ramos–Louzada distribution. The failure rate of the new distribution can be represented by a reverse bathtub shape, a rising shape, or a decreasing shape, making it appropriate for a range of real data. Asymmetrical and unimodal densities can be produced via the IPRLD. Its mathematical characteristics are computed in some cases. The novel proposed model’s structural characteristics are derived. To estimate the model parameters, several estimating strategies are explored, including ten classical methods. Simulation results with their partial and total ranks are used to evaluate the ranking and behavior of various approaches. Finally, two real-world datasets are used to experimentally show the suggested distribution’s adaptability. The analysis of the data reveals that the introduced distribution offers a better fit than some significant rival distributions, including the inverse Ramos–Louzada, inverse power Burr Hatke, inverse Nakagami-M, inverse log-logistic, inverse weighted Lindley, inverse Lindley, and Ramos–Louzada.</jats:p>",scientific,,AIP Advances,10.1063/5.0170393,https://doi.org/10.1063/5.0170393,PNU Open Data,2023,109
PNU-829,PNU,development of more potent anti-microbial drugs from extracts of five medicinal plants resistant to s. aureus in human fluids: an ex vivo and in vivo analysis,Azza M. Abdul-Rahman; Ahlam Elwekeel; Reem S. Alruhaimi; Emadeldin M. Kamel; Albandari Bin-Ammar; Ayman M. Mahmoud; Abeer S. Moawad; Mohamed A. Zaki,2023,,,scientific,,Saudi Pharmaceutical Journal,10.1016/j.jsps.2023.101762,https://doi.org/10.1016/j.jsps.2023.101762,PNU Open Data,2023,158
PNU-834,PNU,targeting the endoplasmic reticulum stress-linked perk/grp78/chop pathway with magnesium sulfate attenuates chronic-restraint-stress-induced depression-like neuropathology in rats,Azzh Saad Alshehry; Humaira Yasmin; Muhammad Wakeel Ahmad; Asfandyar Khan; Rasool Shah,2023,2023-08-28,"<jats:p>This paper introduces the optimal auxiliary function method (OAFM) for solving a nonlinear system of Belousov–Zhabotinsky equations. The system is characterized by its complex dynamics and is treated using the Caputo operator and concepts from fractional calculus. The OAFM provides a systematic approach to obtain approximate analytical solutions by constructing an auxiliary function. By optimizing the parameters of the auxiliary function, an approximate solution is derived that closely matches the behavior of the original system. The effectiveness and accuracy of the OAFM are demonstrated through numerical simulations and comparisons with existing methods. Fractional calculus enhances the understanding and modeling of the nonlinear dynamics in the Belousov–Zhabotinsky system. This study contributes to fractional calculus and nonlinear dynamics, offering a powerful tool for analyzing and solving complex systems such as the Belousov–Zhabotinsky equation.</jats:p>",scientific,,Axioms,10.3390/axioms12090825,https://doi.org/10.3390/axioms12090825,PNU Open Data,2023,179
PNU-835,PNU,"thymoquinone and quercetin protect against hepatic steatosis in association with sirt1/ampk stimulation and regulation of autophagy, perilipin-2, and cytosolic lipases",Huda A Alburaih; M Bououdina; Ramesh Sharma; A Laref; R Neffati; N A Noor,2023,2023-08-01,"<jats:title>Abstract</jats:title>
               <jats:p>Nowadays, the search for renewable and sustainable energies is a global concern worldwide. In this regard, extensive studies are devoted to inorganic perovskites; nonetheless, the latter suffers from several drawbacks, such as lead toxicity. In this paper, structural stability, optoelectronics and thermoelectric characteristics of double perovskites (DPs) Rb/Cs<jats:sub>2</jats:sub>ScAuI<jats:sub>6</jats:sub> have been systematically explained. The phonon dispersion is evaluated for structural existence, and the formation energy is determined to confirm thermodynamic stability. In addition, the elastic constants fulfilled the Born stability criteria, and Pugh’s ratio (B/G) confirms the ductile nature of studied DPs. The obtained results for electronic characteristics of Rb/Cs<jats:sub>2</jats:sub>ScAuI<jats:sub>6</jats:sub> using mBJ+SOC and HSE06 show that the indirect bandgap nature has bandgap values 1.40/1.95 eV and 1.36/1.90 eV, respectively. Further, optical characteristics of DPs have been investigated in terms of dielectric function up to incident photon energy 0–12 eV. Besides, the transport behavior in terms of temperature, carrier concentration, and chemical potential calculated using the BoltzTrap code indicates that both DPs low thermal conductivity, high electrical conductivity, and high Seebeck coefficient.</jats:p>",scientific,,Physica Scripta,10.1088/1402-4896/ace4ff,https://doi.org/10.1088/1402-4896/ace4ff,PNU Open Data,2023,167
PNU-836,PNU,"treatment of inactive ovaries of holstein dairy cows by epidural injection of gnrh analogue (receptal) and its impact on the reproductive hormones, oxidant/antioxidant profile and micro and macro-elements profile",Marwa I. Abd El-Hamid; Reham M. El-Tarabili; Mosa M. Bahnass; Mohammed Abdulrahman Alshahrani; Ahmed Saif; Khairiah Mubarak Alwutayd; Fatmah Ahmed Safhi; Abdallah Tageldein Mansour; Noaf Abdullah N. Alblwi; Mohammed M. Ghoneim; Ayman Abo Elmaaty; Helal F. Al-harthi; Mahmoud M. Bendary,2023,2023-09-15,"<jats:sec><jats:title>Introduction</jats:title><jats:p>There is an urgent need to develop therapeutic options for biofilm-producing Staphylococcus aureus (S. aureus). Therefore, the renewed interest in essential oils (EOs), especially carvacrol, linalool and eugenol, has attracted the attention of our research group.</jats:p></jats:sec><jats:sec><jats:title>Methods</jats:title><jats:p>Multidrug resistance and multivirulence profiles in addition to biofilm production of S. aureus strains isolated from cows with mastitis were evaluated using both phenotypic and genotypic methods. The antimicrobial and antibiofilm activities of EOs were tested using both in vitro and molecular docking studies. Moreover, the interactions between commonly used antibiotics and the tested EOs were detected using the checkerboard method.</jats:p></jats:sec><jats:sec><jats:title>Results</jats:title><jats:p>We found that all our isolates (n= 37) were biofilm methicillin resistant S. aureus (MRSA) producers and 40.5% were vancomycin resistant S. aureus (VRSA). Unfortunately, 73 and 43.2% of the recovered MRSA isolates showed multidrug resistant (MDR) and multivirulence patterns, respectively. The antimicrobial activities of the tested EOs matched with the phenotypic evaluation of the antibiofilm activities and molecular docking studies. Linalool showed the highest antimicrobial and antibiofilm activities, followed by carvacrol and eugenol EOs. Fortunately, synergistic interactions between the investigated EOs and methicillin or vancomycin were detected with fractional inhibitory concentration index (FICI) values ≤ 0.5. Moreover, the antimicrobial resistance patterns of 13 isolates changed to sensitive phenotypes after treatment with any of the investigated EOs. Treatment failure of bovine mastitis with resistant S. aureus can be avoided by combining the investigated EOs with available antimicrobial drugs.</jats:p></jats:sec><jats:sec><jats:title>Conclusion</jats:title><jats:p>We hope that our findings can be translated into a formulation of new pharmaceutical dosage forms against biofilm-producing S. aureus pathogens.</jats:p></jats:sec>",scientific,,Frontiers in Cellular and Infection Microbiology,10.3389/fcimb.2023.1265027,https://doi.org/10.3389/fcimb.2023.1265027,PNU Open Data,2023,212
PNU-837,PNU,chronic pain after colon cancer surgery: translation and validation of a scoring system,M. El Ouardi; O. Ait Layachi; E. Amaterz; A. El Idrissi; A. Taoufyq; B. Bakiz; A. Benlhachemi; M. Arab; A. BaQais; H. Ait Ahsaine,2023,,,scientific,,Journal of Photochemistry and Photobiology A: Chemistry,10.1016/j.jphotochem.2023.115011,https://doi.org/10.1016/j.jphotochem.2023.115011,PNU Open Data,2023,87
PNU-839,PNU,a cross-sectional study to assess mrna-covid-19 vaccine safety among indian children (5-17 years) living in saudi arabia,Eman Mahmoud FaragAllah; Samah Attia Algharib; Nehal I.A. Goda; Nanees F. El-Malkey; Heba H. Mahboub; Shaimaa H. El-Fayoumi; Nawal Al-Hoshani; Reham M. Wahid; Mohamed Aref,2023,,,scientific,,Tissue and Cell,10.1016/j.tice.2023.102156,https://doi.org/10.1016/j.tice.2023.102156,PNU Open Data,2023,120
PNU-840,PNU,a comprehensive mechanistic antibacterial and antibiofilm study of potential bioactive ((bpa)(2)bp)cu/zn complexes via bactericidal mechanisms against escherichia coli,Nada Alfryyan; Z. A. Alrowaili; Sultan Alomairy; Islam M. Nabil; M. S. Al-Buriahi,2023,,,scientific,,Silicon,10.1007/s12633-023-02636-8,https://doi.org/10.1007/s12633-023-02636-8,PNU Open Data,2023,167
PNU-841,PNU,the potential association between periodontal diseases and adverse pregnancy outcomes in pregnant women: a systematic review of randomized clinical trials,Badr-Eddine Channab; Mohamed El Ouardi; Omar Ait Layachi; Salah Eddine Marrane; Ayoub El Idrissi; Amal BaQais; Hassan Ait Ahsaine,2023,,"<jats:p>Metal–organic frameworks (MOFs) are gaining considerable interest for various uses ranging from adsorption, photocatalysis, electrocatalysis, chemical sensing, catalysis and gas separation.</jats:p>",scientific,,Environmental Science: Nano,10.1039/d3en00332a,https://doi.org/10.1039/d3en00332a,PNU Open Data,2023,154
PNU-844,PNU,enhanced drug delivery system using mesenchymal stem cells and membrane-coated nanoparticles,Ahmed Adel A. Abdelazeez; Amira Ben Gouider Trabelsi; Fatemah. H. Alkallas; Salem AlFaify; Mohd. Shkir; Tahani A. Alrebdi; Kholoud S. Almugren; Feodor V. Kusmatsev; Mohamed Rabia,2023,2023-09-17,"<jats:p>This paper presents an innovative, cost-effective, and environmentally sustainable approach to producing high-quality graphene nanosheets (G-NSs) on a large scale. Particularly, we have achieved a remarkable graphene material, expertly dissolved in ethanol at an impressive concentration of 0.7 mg/mL, using a cutting-edge electrophoretic deposition method on an ITO/PET surface. This achievement holds great promise for a wide range of photovoltaic applications. The G-NSs were rigorously analyzed using advanced techniques, including FESEM, EDAX elemental mapping, X-ray diffraction (XRD), and Raman analysis. This comprehensive examination yielded a significant discovery: the thickness of the deposited films profoundly influences the material’s interaction with photons. This finding positions the synthesized graphene material as a game changer in the field of light detection sensors, with the potential to revolutionize the landscape of optoelectronics.</jats:p>",scientific,,Coatings,10.3390/coatings13091628,https://doi.org/10.3390/coatings13091628,PNU Open Data,2023,92
PNU-847,PNU,impact of vitamin d supplementation on menstrual cycle irregularities among women with polycystic ovary syndrome who were treated with metformin: a systematic review with meta-analysis,Mustafa Kamal; Mintodê Nicodème Atchadé; Yves Morel Sokadjo; Nayabuddin; Eslam Hussam; Ahmed M. Gemeay; Fatimah A. Almulhim; Amirah Saeed Alharthi; Hassan M. Aljohani,2023,,,scientific,,Alexandria Engineering Journal,10.1016/j.aej.2023.07.040,https://doi.org/10.1016/j.aej.2023.07.040,PNU Open Data,2023,184
PNU-850,PNU,regional and seasonal variations in functional abdominal pain and functional constipation prevalence among saudi children,M. Fida; S. A. Aldaghfag; M. Yaseen; M. Ishfaq,2023,,"<jats:p>The structural, magnetic, optoelectronic, and thermoelectric (TE) characteristics of  Nd2MgX4 (X = S, Se) are determined by utilizing the density functional theory (DFT)  based full potential linearized augmented plane wave (FP-LAPW) method as employed in  WEIN2k code. The exchange and correlation energies along with Coulomb interactions  are brought into consideration by employing local density of approximation with Hubbard  model (LDA+U). Tolerance (τ) factor and formation enthalpy were utilized to confirm the  stability of both spinels. τ values are 0.70 and 0.68, and formation enthalpy values are (ΔHf) are -3.34 eV and -2.19 eV for Nd2MgX4 (X = S, Se), respectively. For Nd2MgX4 (X  = S, Se) metallic behavior is found in spin up case while considerable bandgaps are found  in spin down with half metallic bandgap (Eg) values of 1.82 and 1.26 eV (in spin down),  correspondingly. The calculated magnetic moment for Nd2MgX4 (X = S, Se) are 12.0008 μB and 12.0003 μB, respectively. Furthermore, optical features including refractive index  n(ω), dielectric constant 𝜀𝜀(𝜔𝜔), reflectivity R(ω), optical conductivity σ(ω), absorption  coefficient α(ω) and extinction coefficient k(ω) are computed. The maximum calculated  real part of dielectric constant 𝜀𝜀1(𝜔𝜔) values for Nd2MgX4 (X = S, Se) are 9.2 and 10.8,  respectively. For Nd2MgX4 (X = S, Se), σ(ω) has maximum value of 7642.9 at 6.6 and  7592.5 (Ω cm)-1 at 5.99 eV, respectively. The various temperature dependent  thermoelectric (TE) parameters along with figure of merit (ZT) are determined to get full  insight into the TE behavior for both compounds by using BoltzTraP code. The computed  ZT value for Nd2MgSe4 is 0.81 at 800 K while Nd2MgS4 has ZT value of 0.80 at 800 K.  Results showed that both spinels have potential in spintronics and in cooling industries.</jats:p>",scientific,,Chalcogenide Letters,10.15251/cl.2023.208.559,https://doi.org/10.15251/cl.2023.208.559,PNU Open Data,2023,121
PNU-853,PNU,"the effect of covid-19 vaccination on the menstrual cycle in female in riyadh, saudi arabia",Tianran Chen; Yueyue Wang; Ping Zhang; Taghrid S. Alomar; Guoqing Wang; Yanan Gao; Min Liu; Najla AlMasoud; Zeinhom M. El-Bahy; Junna Ren; Linlin Zhang,2023,,,scientific,,Advanced Composites and Hybrid Materials,10.1007/s42114-023-00722-4,https://doi.org/10.1007/s42114-023-00722-4,PNU Open Data,2023,91
PNU-858,PNU,formulation and optimization of repaglinide nanoparticles using microfluidics for enhanced bioavailability and management of diabetes,Atiqe Ur Rahman; Tmader Alballa; Haifa Alqahtani; Hamiden Abd El-Wahed Khalifa,2023,2023-10-05,"<jats:p>Supplier selection as a multiattribute decision-making (MADM) problem has various inherent uncertainties due to a number of symmetrical variables. In order to handle such information-based uncertainties, rational models like intuitionistic fuzzy sets have already been introduced in the literature. However, a picture fuzzy set (PiFS) with four dimensions of positive, neutral, negative, and rejection is better at capturing and interpreting such kinds of ambiguous information. Additionally, fuzzy parameterization (FPara) is helpful for evaluating the degree of uncertainty in the parameters. This study aims to develop a fuzzy parameterized picture fuzzy soft set (FpPiFSS) by integrating the ideas of PiFS and FPara. This integration is more adaptable and practical since it helps decision makers manage approximation depending on their objectivity and parameterization uncertainty. With the assistance of instructive examples, some of the set-theoretic operations are examined. A decision support framework is constructed using matrix manipulation, preferential weighting, fuzzy parameterized grades based on Pythagorean means, and the approximations of decision makers. This framework proposes a reliable algorithm to evaluate four timber suppliers (initially scrutinized by perusal process) based on eight categorical parameters for real estate projects. In order to accomplish suppliers evaluation, crucial validation outcomes are taken into account, including delivery level, purchase cost, capacity, product quality, lead time, green degree, location, and flexibility. To assess the advantages, dependability, and flexibility of the recommended strategy, comparisons in terms of computation and structure are provided. Consequently, the results are found to be reliable, analog, and consistent despite the use of fuzzy parameterization and picture fuzzy setting.</jats:p>",scientific,,Symmetry,10.3390/sym15101872,https://doi.org/10.3390/sym15101872,PNU Open Data,2023,133
PNU-860,PNU,"green synthesis, characterization of silver nanoparticles using rhynchosia capitata leaf extract and their biological activities",Wajid Ali; Tanzeela Shaheen; Iftikhar Ul Haq; Tmader Alballa; Alhanouf Alburaikan; Hamiden Abd El-Wahed Khalifa,2023,2023-09-27,"<jats:p>Q-rung orthopair fuzzy sets have been proven to be highly effective at handling uncertain data and have gained importance in decision-making processes. Torra’s hesitant fuzzy model, on the other hand, offers a more generalized approach to fuzzy sets. Both of these frameworks have demonstrated their efficiency in decision algorithms, with numerous scholars contributing established theories to this research domain. In this paper, recognizing the significance of these frameworks, we amalgamated their principles to create a novel model known as Q-rung orthopair hesitant fuzzy sets. Additionally, we undertook an exploration of Aczel–Alsina aggregation operators within this innovative context. This exploration resulted in the development of a series of aggregation operators, including Q-rung orthopair hesitant fuzzy Aczel–Alsina weighted average, Q-rung orthopair hesitant fuzzy Aczel–Alsina ordered weighted average, and Q-rung orthopair hesitant fuzzy Aczel–Alsina hybrid weighted average operators. Our research also involved a detailed analysis of the effects of two crucial parameters: λ, associated with Aczel–Alsina aggregation operators, and N, related to Q-rung orthopair hesitant fuzzy sets. These parameter variations were shown to have a profound impact on the ranking of alternatives, as visually depicted in the paper. Furthermore, we delved into the realm of Wireless Sensor Networks (WSN), a prominent and emerging network technology. Our paper comprehensively explored how our proposed model could be applied in the context of WSNs, particularly in the context of selecting the optimal gateway node, which holds significant importance for companies operating in this domain. In conclusion, we wrapped up the paper with the authors’ suggestions and a comprehensive summary of our findings.</jats:p>",scientific,,Sensors,10.3390/s23198105,https://doi.org/10.3390/s23198105,PNU Open Data,2023,128
PNU-863,PNU,metformin suppresses thioacetamide-induced chronic kidney disease in association with the upregulation of ampk and downregulation of oxidative stress and inflammation as well as dyslipidemia and hypertension,Sreedharan Raju; Raja Balachandar Sevugan; Ramalingam Udhayakumar; Ghada AlNemer; Umamaheswaran Arunachalam,2023,2023-10-08,"<jats:p>This article deals with the existence and uniqueness of solutions, as well as the approximate controllability of fractional neutral differential equations (ACFNDEs) with deformable derivatives. The findings are achieved using Banach’s, Krasnoselskii’s, and Schauder’s fixed-point theorems and semigroup theory. Three numerical examples are used to illustrate the application of the theories discussed in the conclusion.</jats:p>",scientific,,Fractal and Fractional,10.3390/fractalfract7100741,https://doi.org/10.3390/fractalfract7100741,PNU Open Data,2023,207
PNU-867,PNU,a comprehensive mechanistic antibacterial and antibiofilm study of potential bioactive ((bpa)2bp)cu/zn complexes via bactericidal mechanisms against escherichia coli,Omyma Rabie; Heba A. S. El-Nashar; Taghreed A. Majrashi; Tarfah Al‐Warhi; Mahmoud A. El Hassab; Wagdy M. Eldehna; Nada M. Mostafa,2023,2023-12-31,,scientific,,Journal of Enzyme Inhibition and Medicinal Chemistry,10.1080/14756366.2023.2224944,https://doi.org/10.1080/14756366.2023.2224944,PNU Open Data,2023,165
PNU-870,PNU,a rat model of rheumatoid arthritis: tdzd-8 is associated with the protection against the induction of the synovium knee joint il-17a/gsk313/ros/alpha-sma axis of fibrosis,Mohammed Farrag El-Behairy; Walaa Hamada Abd-Allah; Mohamed M. Khalifa; Mohamed S. Nafie; Mohamed A. Saleh; Mohammed S. Abdel-Maksoud; Tarfah Al-Warhi; Wagdy M. Eldehna; Ahmed A. Al‐Karmalawy,2023,2023-12-31,,scientific,,Journal of Enzyme Inhibition and Medicinal Chemistry,10.1080/14756366.2022.2157825,https://doi.org/10.1080/14756366.2022.2157825,PNU Open Data,2023,171
PNU-871,PNU,analgesic efficacy of intraoperative superior hypogastric plexus (shp) block during abdominal hysterectomy: a systematic review and meta-analysis of controlled trials,Saveer Ahmad Khandy; Abdelkareem Almeshal; Thamraa Alshahrani; Dinesh C. Gupta; El Sayed Yousef,2023,,,scientific,,Journal of Solid State Chemistry,10.1016/j.jssc.2023.124296,https://doi.org/10.1016/j.jssc.2023.124296,PNU Open Data,2023,166
PNU-875,PNU,awareness and knowledge of carpal tunnel syndrome among adult saudi population,Samiah Hamad Al-Mijalli; Naoufal El Hachlafi; Emad M. Abdallah; Mohamed Jeddi; Hamza Assaggaf; Ahmed Qasem; Sulaiman Mohammed Alnasser; Ammar Attar; Mommen Adnan Naem; Learn-Han Lee; Abdelhakim Bouyahya; Hanae Naceiri Mrabti,2023,,,scientific,,Industrial Crops and Products,10.1016/j.indcrop.2023.117561,https://doi.org/10.1016/j.indcrop.2023.117561,PNU Open Data,2023,78
PNU-876,PNU,"biofabrication of silver nanoparticles employing biomolecules of paraclostridium benzoelyticum strain: its characterization and their in-vitro antibacterial, anti-aging, anti-cancer and other biomedical applications",Muhammad Imran; Arshad Iqbal; Syed Lal Badshah; Imtiaz Ahmad; Ashwag Shami; Baber Ali; Fatema Suliman Alatawi; Mohsen Suliman Alatawi; Yasser S. Mostafa; Saad A. Alamri; Ahlam A. Alalwiat; Majed A. Bajaber,2023,,,scientific,,World Journal of Microbiology and Biotechnology,10.1007/s11274-023-03795-x,https://doi.org/10.1007/s11274-023-03795-x,PNU Open Data,2023,215
PNU-884,PNU,research article synovial knee joint in rheumatoid arthritis treated with tdzd-8: an association between synovial fibrosis and the tnf-alpha/vegf/alpha-sma axis,Amal S. Alali; Shahbaz Ali; Muhammad Adnan; Delfim F. M. Torres,2023,2023-10-12,"<jats:p>The smallest set of vertices needed to differentiate or categorize every other vertex in a graph is referred to as the graph’s metric dimension. Finding the class of graphs for a particular given metric dimension is an NP-hard problem. This concept has applications in many different domains, including graph theory, network architecture, and facility location problems. A graph G with order n is known as a Toeplitz graph over the subset S of consecutive collections of integers from one to n, and two vertices will be adjacent to each other if their absolute difference is a member of S. A graph G(Zn) is called a zero-divisor graph over the zero divisors of a commutative ring Zn, in which two vertices will be adjacent to each other if their product will leave the remainder zero under modulo n. Since the local fractional metric dimension problem is NP-hard, it is computationally difficult to identify an optimal solution or to precisely determine the minimal size of a local resolving set; in the worst case, the process takes exponential time. Different upper bound sequences of local fractional metric dimension are suggested in this article, along with a comparison analysis for certain families of Toeplitz and zero-divisor graphs. Furthermore, we note that the analyzed local fractional metric dimension upper bounds fall into three metric families: constant, limited, and unbounded.</jats:p>",scientific,,Symmetry,10.3390/sym15101911,https://doi.org/10.3390/sym15101911,PNU Open Data,2023,160
PNU-887,PNU,transvaginal needle versus laparoscopic ovarian drilling in hormonal profile and pregnancy outcomes of polycystic ovary syndrome: a systematic review and meta-analysis,Azzh Saad Alshehry; Humaira Yasmin; Abdul Hamid Ganie; Muhammad Wakeel Ahmad; Rasool Shah,2023,2023-10-27,"<jats:title>Abstract</jats:title>
               <jats:p>The optimal auxiliary function method (OAFM) is introduced and used in the analysis of a nonlinear system containing coupled Schrödinger–KdV equations, all within the framework of the Caputo operator. The OAFM, known for its efficiency in solving nonlinear issues, is used to obtain approximate solutions for the coupled equations’ complicated dynamics. Numerical and graphical assessments prove the suggested method’s correctness and efficiency. This study contributes to the understanding and analysis of coupled Schrödinger–KdV equations and their many applications by providing insights into the behavior of nonlinear systems within mathematical physics.</jats:p>",scientific,,Open Physics,10.1515/phys-2023-0127,https://doi.org/10.1515/phys-2023-0127,PNU Open Data,2023,167
PNU-890,PNU,evaluating the ability of some natural phenolic acids to target the main protease and aak1 in sars cov-2,Khadijah Mohammedsaleh Katubi; Muhammad Saqib; Tayyaba Mubashir; Mudassir Hussain Tahir; Mohamed Ibrahim Halawa; Alveena Akbar; Beriham Basha; Muhammad Sulaman; Z. A. Alrowaili; M. S. Al‐Buriahi,2023,2023-12-05,"<jats:title>Abstract</jats:title><jats:p>Machine learning (ML) analysis has gained huge importance among researchers for predicting multiple parameters and designing efficient donor and acceptor materials without experimentation. Data are collected from literature and subsequently used for predicting impactful properties of organic solar cells such as power conversion efficiency (PCE) and energy levels (HOMO/LUMO). Importantly, out of various tested models, hist gradient boosting (HGB) and the light gradient boosting (LGBM) regression models revealed better predictive capabilities. To achieve the prediction effectively, the selected (best) ML regression models are further tuned. For the prediction of PCE (test set), the LGBM shows the coefficient of determination (<jats:italic>R</jats:italic><jats:sup>2</jats:sup>) value of 0.787, which is higher than HGB (<jats:italic>R</jats:italic><jats:sup>2</jats:sup> = 0.680). For the prediction of HOMO (test set), the LGBM shows <jats:italic>R</jats:italic><jats:sup>2</jats:sup> value of 0.566, which is higher than HGB (<jats:italic>R</jats:italic><jats:sup>2</jats:sup> = 0.563). However, for the prediction of LUMO (test set), the LGBM shows <jats:italic>R</jats:italic><jats:sup>2</jats:sup> value of 0.605, which is lower than HGB (<jats:italic>R</jats:italic><jats:sup>2</jats:sup> = 0.606). Among the three predicted properties, prediction ability is higher for PCE. These models help to predict the efficient acceptors in a short time and less computational cost.</jats:p>",scientific,,International Journal of Quantum Chemistry,10.1002/qua.27230,https://doi.org/10.1002/qua.27230,PNU Open Data,2023,104
PNU-891,PNU,"gc-ms based characterization, antibacterial, antifungal and anti-oncogenic activity of ethyl acetate extract of aspergillus niger strain ak-6 isolated from rhizospheric soil",Khadijah Mohammedsaleh Katubi; Beriham Basha; Sultan J. Alsufyani; Z.A. Alrowaili; Chahkrit Sriwunkum; Marzoqa M. Alnairi; M.S. Al-Buriahi,2023,,,scientific,,Journal of Radiation Research and Applied Sciences,10.1016/j.jrras.2023.100688,https://doi.org/10.1016/j.jrras.2023.100688,PNU Open Data,2023,173
PNU-895,PNU,cervical osmotic dilators versus dinoprostone for cervical ripening during labor induction: a systematic review and meta-analysis of 14 controlled trials,Muneerah Alomar; Badriah S. Almutairi; Seham S. Alterary; Manal A. Awad; Fida Hussain; Awatif A. Hendi; Maha F. El-Tohamy; N. Al-Hoshani,2023,2023-10-23,"<jats:p>Water scarcity is a serious issue which is increasing gradually due to rapid industrialization and population explosion. Biomass-inspired photothermal materials are of great importance due to their low-cost and enhanced photothermal conversion efficiencies. Herein, a pyrolyzed honokiol biochar (HB) is successfully synthesized to fabricate a self-regenerating solar evaporating system for in situ freshwater, and salt collection from seawater. The pyrolyzed biochar was innovatively printed onto a non-woven fabric (HB@NF) that exhibits excellent solar absorption (96%), and efficient stability in seawater. The self-regenerating structure is constructed in two parts: (1) HB-printed fabric as a photothermal layer for efficient solar-to-vapor conversion efficiencies (93%) under 1 kW m−2. (2) Umbrella-like centralized seawater supply via cigarette filter to achieve the Marangoni effect for in situ water evaporation and salt collection. More importantly, effective thermal management achieved efficient heat accumulation (48.5 °C) under one sun intensity (1 kWm−2), and its validation is also demonstrated in a COMSOL heat transfer simulation. Furthermore, a series of experiments on salt collection over different periods, evaporation stability under different cycles, and rejection of primary metal ions via Inductively Coupled Plasma–Optical Emission Spectrometry (ICP–OES) have been investigated. It is believed that this work will create new avenues regarding in situ freshwater and minerals recovery from seawater.</jats:p>",scientific,,Water,10.3390/w15203697,https://doi.org/10.3390/w15203697,PNU Open Data,2023,153
PNU-897,PNU,meloxicam targets cox-2/nox1/nox4/nrf2 axis to ameliorate the depression-like neuropathology induced by chronic restraint stress in rats,ZAREEN A. KHAN; HUMAIRA KALSOOM,2023,,"<jats:p> The main goals of this paper are to provide an introduction to the idea of interval-valued [Formula: see text]-polynomial [Formula: see text]-type convex functions and to investigate the algebraic properties of this type of function. This new generalization aims to show the existence of new Hermite–Hadamard inequalities for the recently presented class of interval-valued [Formula: see text]-polynomials of [Formula: see text]-type convex describing the [Formula: see text]-fractional integral operator. In the classical sense, some special cases are figured out, and the two examples are also given. There are some recently discovered inequalities for interval-valued functions that are regulated by fractional calculus applicable to interval-valued [Formula: see text]-polynomial [Formula: see text]-type convexity. The results obtained show that future research will be simple to implement, highly efficient, feasible, and extremely precise in its investigation. It could also help solve modeling problems, optimization problems, and fuzzy interval-valued functions that involve both discrete and continuous variables. </jats:p>",scientific,,Fractals,10.1142/s0218348x23401989,https://doi.org/10.1142/s0218348x23401989,PNU Open Data,2023,136
